contributor_name,doc_id,contribution_type
Ericsson,R1-2401781,CR Source
LG Electronics,R1-2409835,Technical Analysis
Fraunhofer HHI,R1-2403306,Source
Sharp,R1-2406970,Technical Proposal
"NTT DOCOMO, INC.",R1-2408803,Discussion and Decision
LG Electronics,R1-2403119,Contribution
Ericsson,R1-2403761,Co-author
Qualcomm Incorporated,R1-2403170,Technical Proposal
Samsung,R1-2405466,Source
Intel Corporation,R1-2407472,CR submissions
CMCC,R1-2404458,Discussion/Decision
TCL,R1-2408258,Contribution
CATT,R1-2405551,Moderator
ZTE,R1-2400277,Discussion/Decision Proposal
Samsung,R1-2405734,Contributor
Apple Inc.,R1-2401001,Discussion/Decision
ETRI,R1-2410266,Discussion
vivo,R1-2409702,Technical Analysis
DOCOMO,R1-2401816,Contributor
Nokia Shanghai Bell,R1-2400364,Source
China Telecom,R1-2407465,Technical contribution
Futurewei,R1-2407616,Discussion and decision
Sharp,R1-2403302,Discussion Document
ZTE,R1-2403541,Moderator Summary
Xiaomi,R1-2409890,Discussion/Decision Proposal
Qualcomm Incorporated,R1-2407034,Technical Analysis
ZTE Corporation,R1-2406039,Discussion and Decision
LG Electronics,R1-2408678,Technical Contribution
"NTT DOCOMO, INC.",R1-2403429,Moderator Summary
Deutsche Telekom,R1-2410300,Source
ZTE Corporation,R1-2406033,Technical Contribution
Lenovo,R1-2406714,Source
Huawei,R1-2408976,CR Submission
Panasonic,R1-2410248,Discussion
Fraunhofer IIS,R1-2400886,Discussion
Google,R1-2405271,Technical Proposal
Qualcomm,R1-2401680,Moderator Summary
ZTE,R1-2402060,Discussion and Proposal
Huawei,R1-2403488,Moderator/Feature Lead
OPPO,R1-2407190,Moderator
Panasonic,R1-2400904,Discussion/Decision
Samsung,R1-2402424,Contribution
"InterDigital, Inc.",R1-2404312,Discussion Document
OPPO,R1-2410079,Technical Analysis
Huawei,R1-2405856,Technical Contribution
Everactive,R1-2402617,Source
MediaTek Inc.,R1-2410527,Technical Proposal
Sanechips,R1-2407773,Co-author
Lenovo,R1-2410253,Discussion and Decision
Huawei,R1-2408172,Discussion and Decision
Xiaomi,R1-2400575,Source
HONOR,R1-2406581,Discussion and Decision
Vodafone,R1-2404910,Discussion
Sanechips,R1-2406117,CR Proposal
BUPT,R1-2404331,Source
MediaTek,R1-2403729,Moderator Summary
WILUS Inc.,R1-2410560,Technical Discussion
AT&T,R1-2401620,Ad-Hoc Chair
LG Electronics,R1-2400788,Discussion and decision
Xiaomi,R1-2406289,Contribution
Futurewei,R1-2403859,Source
ZTE Corporation,R1-2406960,Source
CATT,R1-2405635,Source
CEWiT,R1-2407092,Discussion
Samsung,R1-2409571,Contact Organization
Spreadtrum Communications,R1-2405926,Discussion and decision
ZTE Corporation,R1-2410122,Change Request Proposal
"Huawei, HiSilicon",R1-2406979,Technical Contribution
Qualcomm,R1-2410712,Summary
Fujitsu,R1-2407446,Moderator
Ericsson,R1-2410566,Source
Mavenir,R1-2405128,Technical Proposal
Fraunhofer IIS,R1-2404316,Technical Analysis
Samsung,R1-2404091,Technical Contribution
CATT,R1-2407379,Moderator
Panasonic,R1-2408602,Discussion
Huawei,R1-2405531,Moderator
OPPO,R1-2402319,Discussion and Decision
ZTE,R1-2400493,Technical analysis
Ericsson,R1-2403274,Technical Proposal
Panasonic,R1-2400960,Discussion Document
AT&T,R1-2406869,Discussion/Decision Document
ZTE Corporation,R1-2409553,Discussion
vivo,R1-2400260,Discussion and Decision
Tejas Networks Pvt. Ltd.,R1-2407754,Discussion and Decision
Qualcomm Incorporated,R1-2408839,Contribution
CATT,R1-2403579,Source to WG
ZTE,R1-2409621,Feature Lead
vivo,R1-2402256,Discussion and Decision
Samsung,R1-2408646,Discussion and decision
vivo,R1-2407855,Technical Proposal
Samsung,R1-2402459,Moderator
Intel Corporation,R1-2406007,Technical Analysis
Samsung,R1-2407392,Source
Huawei,R1-2410654,Technical Analysis
LG Electronics,R1-2410286,Technical Proposal
CMCC,R1-2407456,Moderator's Summary
ZTE Corporation,R1-2403617,Moderator
CATT,R1-2404387,Discussion and Decision
xiaomi,R1-2401768,Email discussion lead
Samsung,R1-2410755,Moderator
CMCC,R1-2405698,Session Notes
Nokia Shanghai Bell,R1-2400793,Discussion and Decision
NTT DOCOMO,R1-2407457,Moderator
Nokia,R1-2409713,Technical Analysis
Lenovo,R1-2409973,Technical Proposal
Panasonic,R1-2402749,Discussion
Sanechips,R1-2406132,Source
Ericsson,R1-2407169,CR Proposal
Ericsson,R1-2400892,Technical Proposal
CATT,R1-2408026,Discussion and Decision
"NTT DOCOMO, INC.",R1-2405059,Technical Proposal
ZTE Corporation,R1-2409194,Source
"AT&T, FirstNet",R1-2410332,Source
AT&T,R1-2408761,Moderator Summary
vivo,R1-2402199,Discussion and Decision
Nokia,R1-2409848,Technical Proposal
CAICT,R1-2403158,Technical analysis and proposals
Nokia,R1-2400084,Technical Proposal
Huawei,R1-2410809,Proposed change
Sony,R1-2408405,Technical Analysis
Sharp,R1-2403289,Discussion/Proposal
"Huawei, HiSilicon",R1-2405481,CR Support
ITRI,R1-2408827,Technical Proposal
vivo,R1-2402223,Change Request
Indian Institute of Technology Madras,R1-2407063,Technical Contribution
MediaTek Inc.,R1-2406759,Technical Proposal
Nokia,R1-2400973,Source
Spreadtrum Communications,R1-2407468,Moderator Summary
"ZTE, Sanechips",R1-2405190,Technical Contribution
TCL,R1-2401982,Discussion and Decision
"NTT DOCOMO, INC.",R1-2410396,Technical Proposal
Huawei,R1-2405550,Source
Qualcomm,R1-2401563,Moderator
Xiaomi,R1-2407963,Discussion and Decision
InterDigital Inc.,R1-2408312,Discussion Document
Xiaomi,R1-2400554,Contribution
Ericsson,R1-2407263,Moderator Summary
Nokia,R1-2401908,Change Request
Intel Corporation,R1-2402149,Discussion and Decision
Qualcomm Incorporated,R1-2403207,Technical Proposal
Sanechips,R1-2408520,CR Proposal
Xiaomi,R1-2404634,Moderator
Ericsson,R1-2405231,Change Request
"InterDigital, Inc.",R1-2404263,Source
ZTE,R1-2400278,Technical Contribution
Xiaomi,R1-2409269,Moderator Summary
Qualcomm Incorporated,R1-2407035,Technical Contribution
Fujitsu,R1-2405676,Moderator
"InterDigital, Inc.",R1-2402857,Contribution
CEWiT,R1-2404916,Discussion Document
Lenovo,R1-2409026,Technical Proposal
Ericsson,R1-2407803,Technical Analysis
Qualcomm Incorporated,R1-2410468,Discussion and Decision
Sanechips,R1-2407535,Contributor
vivo,R1-2404153,CR submission
Samsung,R1-2400697,Technical Proposal
CMCC,R1-2401874,Moderator
MediaTek Inc.,R1-2408705,Discussion and Decision
UNISOC,R1-2409633,Technical Contribution
Comba,R1-2405218,Discussion Proposal
CATT,R1-2407771,Information
CMCC,R1-2406743,Source
TCL,R1-2404976,Contribution
LG Electronics,R1-2406449,Contribution
InterDigital Inc.,R1-2404333,Technical Analysis & Proposals
ZTE,R1-2402713,Moderator
Sanechips,R1-2408073,Discussion and decision
ETRI,R1-2404780,Source
ZTE Corporation,R1-2400284,Change Request Proposal
vivo,R1-2407881,Technical Contribution
Sanechips,R1-2406408,System Implementation
CATT,R1-2400443,Contribution
Samsung,R1-2400708,Technical Proposal
vivo,R1-2406152,Change Proposal
Sanechips,R1-2402184,Technical Analysis
AT&T,R1-2400575,Source
Ericsson,R1-2407637,Source
NEC,R1-2402756,Discussion/Decision
vivo,R1-2405600,Moderator Summary
ZTE,R1-2400283,Discussion and Decision
Huawei,R1-2400126,Source
"InterDigital, Inc.",R1-2409455,Discussion and Decision
CEWiT,R1-2405236,Discussion Document
Comba,R1-2403043,Discussion
"NTT DOCOMO, INC.",R1-2408801,Technical Proposal
ETRI,R1-2401228,Contribution
CATT,R1-2408049,Technical Proposal
HiSilicon,R1-2405856,Technical Contribution
Sanechips,R1-2404564,Technical Contribution
RAN2,R2-2403915,Liaison Statement
Huawei,R1-2409177,Moderator Summary
Lenovo,R1-2400874,Contribution
ASUSTeK,R1-2402821,CR Proposal
Moderator (CATT),R1-2410853,source
Huawei,R1-2407355,Moderator Summary
Huawei,R1-2407249,Moderator
"InterDigital, Inc.",R1-2408277,Technical Analysis
ZTE,R1-2404983,Discussion Paper
ZTE Corporation,R1-2407556,Source
Lekha Wireless Solutions,R1-2408308,Source
"NTT DOCOMO, INC.",R1-2410378,Discussion and Decision
OPPO,R1-2401515,Clarification on joint release scenarios
Sony,R1-2400855,Technical Contribution
Nokia,R1-2400363,Source
Sanechips,R1-2401493,Implementation Considerations
OPPO,R1-2401572,Moderator Summary
Qualcomm,R1-2407279,Proposal support (Alt1/Alt5)
China Telecom,R1-2407731,Discussion
LG Electronics,R1-2404551,Discussion and Decision Proposal
Samsung,R1-2402451,Discussion and Decision
Spreadtrum,R1-2400042,CR Proposal
LG Electronics,R1-2401508,Moderator Summary
Nokia,R1-2405063,Discussion and Proposal
Ericsson,R1-2410125,Source
Pengcheng Laboratory,R1-2400169,Discussion/Agreement
TCL,R1-2402268,Technical Proposal
"NTT DOCOMO, INC.",R1-2401117,Technical Contribution
Fujitsu,R1-2400777,Contribution
ZTE,R1-2409137,Source to WG/TSG
ZTE Corporation,R1-2408510,Change Request
ZTE,R1-2400483,Technical Analysis
OPPO,R1-2407541,Moderator
Ericsson,R1-2403450,Moderator/Source
FGI,R1-2401056,Contribution
"NTT DOCOMO, INC.",R1-2410376,Technical Proposal
CMCC,R1-2405378,Moderator
Ericsson,R1-2401974,Source
CMCC,R1-2409522,Discussion & Decision
Huawei,R1-2407418,CR Proposal
"InterDigital, Inc.",R1-2408282,Technical Contribution
OPPO,R1-2404871,Discussion Document
CMCC,R1-2402561,Technical Contribution
Qualcomm,R1-2409264,Alt3 proposer
Intel Corporation,R1-2407396,Contributor
vivo,R1-2406187,Technical Analysis
"NTT DOCOMO, INC.",R1-2401499,Moderator
CATT,R1-2400451,Discussion and Decision
CEWiT,R1-2403062,Contribution
HiSilicon,R1-2410654,Technical Analysis
InterDigital,R1-2407445,Contributor
Huawei,R1-2405317,CR Proposal
Intel Corporation,R1-2403439,Moderator Summary
ZTE,R1-2400296,CR Proposal
Huawei,R1-2409429,Discussion and Decision
Yosuke Akimoto,R1-2409282,Contact Person
ETRI,R1-2404766,Technical Discussion
Ericsson,R1-2405607,Change Request
BUPT,R1-2408094,Source
vivo,R1-2409679,Discussion and Decision
Apple,R1-2402889,Discussion/Decision
Huawei,R1-2405509,Moderator
LG Electronics,R1-2403483,Moderator
vivo,R1-2407850,Discussion and Decision
Ericsson,R1-2404535,Discussion Document
Spreadtrum Communications,R1-2407710,Company Contribution
Apple Inc.,R1-2410862,Moderator
ZTE Corporation,R1-2406028,Technical Contribution
Apple Inc.,R1-2406834,Technical Proposal
Lenovo,R1-2408326,Source
OPPO,R1-2404824,UE features for other Rel-18 work items (Topics B)
Toyota ITC,R1-2409718,Technical Contribution
CAICT,R1-2410370,Technical Contribution
OPPO,R1-2404859,Technical Proposal
CATT,R1-2406379,Source
Sanechips,R1-2407811,Source
vivo,R1-2410691,Moderator Summary
Panasonic,R1-2402856,Discussion Proposal
TCL,R1-2401977,Discussion
National Institute of Standards and Technology (NIST),R1-2400175,Source
Qualcomm Incorporated,R1-2407050,Contribution
"InterDigital, Inc.",R1-2408725,Technical Analysis & Proposals
Futurewei,R1-2410028,Technical Proposal
vivo,R1-2409211,Supporter
CATT,R1-2407380,Moderator
Qualcomm Incorporated,R1-2405129,Technical Contribution
MediaTek Inc.,R1-2410520,Technical Proposal
Sharp,R1-2410426,Discussion Document
LG Electronics,R1-2402810,Contribution
Nokia,R1-2409989,Discussion and Decision
Ericsson,R1-2409298,Moderator Summary
ITRI,R1-2405114,Discussion and Decision
Qualcomm Incorporated,R1-2405156,Source
HiSilicon,R1-2405550,Source
AT&T,R1-2401823,Moderator
Qualcomm Incorporated,R1-2410459,Discussion and Decision
Huawei,R1-2409427,Technical Proposal
BUPT,R1-2406107,Source
Sanechips,R1-2407808,Source
ZTE Corporation,R1-2407933,Technical Analysis
Huawei,R1-2400118,Source
NEC Corporation,R1-2400808,Discussion Document
Huawei,R1-2405756,Change Request Proposal
CATT,R1-2404404,Technical Proposal
Samsung,R1-2407545,Technical contributor
CMCC,R1-24xxxxx,Session notes
"ZTE, Sanechips",R1-2400482,CR
Spreadtrum Communications,R1-2405915,Technical Analysis
Lenovo,R1-2401086,Source
Wiliot,R1-2410502,Technical Analysis
Spreadtrum Communications,R1-2402113,Contribution
Huawei,R1-2405851,Discussion and Decision
Qualcomm Incorporated,R1-2401424,Technical Proposal
ASUSTeK,R1-2401197,Discussion and Decision
Samsung,R1-2408620,Source
ZTE,R1-2404702,Discussion/Decision
Chi-Hsuan Hsieh,R1-2403779,Contact Person
Apple Inc.,R1-2400991,Technical Proposal
"InterDigital, Inc.",R1-2404313,Discussion
Huawei,R1-2407384,Technical analysis
vivo,R1-2406166,CR Proposal
Apple,R1-2406852,Discussion/Decision Proposal
Qualcomm Incorporated,R1-2403191,Discussion/Decision
Qualcomm Inc.,R1-2405132,Reply LS
Qualcomm Incorporated,R1-2405139,Technical Contribution
Intel Corporation,R1-2407253,Moderator Summary
Huawei,R1-2401879,Change Request Proposal
Youjun Hu,R1-2401731,Contact Person
Lenovo,R1-2400195,Discussion and Decision
Fraunhofer HHI,R1-2407100,Technical Contribution
CATT,R1-2409248,Moderator Summary
ETRI,R1-2408571,Discussion
MediaTek Inc.,R1-2408698,Contribution
Spreadtrum Communications,R1-2400048,Technical Proposal
Qualcomm Incorporated,R1-2408852,Technical Analysis and Proposals
CMCC,R1-2407901,Technical Proposal
HiSilicon,R1-2405309,Technical Contribution
RAN1,R1-2403622,Reply LS
Samsung,R1-2408661,Technical Proposal
ZTE,R1-2404985,Discussion and Proposal
Huawei,R1-2407684,Technical Contribution
"InterDigital, Inc.",R1-2400576,Discussion
China Telecom,R1-2402513,Discussion
Beijing Jiaotong University,R1-2400386,Primary Author
Google,R1-2410901,Draft LS
Sony,R1-2402977,Discussion and Decision
3GPP RAN Working Group 4,R4-2403852,Liaison Response
Google,R1-2410146,Source
HiSilicon,R1-2405312,CR Co-proposer
RAN1,R1-2410329,Technical Response
RAN WG1,R1-2410665,Source
Lenovo,R1-2400884,Discussion
Sharp,R1-2410413,Discussion and Decision
vivo,R1-2400262,Discussion and Proposals
vivo,R1-2409666,Discussion & Draft CR
Ericsson,R1-2405108,Technical contribution
"NTT DOCOMO, INC.",R1-2405411,Moderator Summary
Samsung,R1-2408656,Discussion and Decision
OPPO,R1-2401488,Moderator
"InterDigital, Inc.",R1-2408732,Discussion and Decision
CMCC,R1-2405998,Discussion & Decision
Ericsson,R1-2408961,Change Proposal
"Huawei, HiSilicon",R1-2403600,Technical Feedback
"NTT DOCOMO, INC.",R1-2403216,Response LS
TCL,R1-2406076,Discussion Proposal
ITL,R1-2401464,Source
Samsung,R1-2400749,Discussion and proposals
vivo,R1-2406148,Technical Contribution
NTPU,R1-2401052,Contribution
CICTCI,R1-2403669,Contributor
Xiaomi,R1-2409877,Discussion Contribution
Google,R1-2401258,Discussion
Apple Inc.,R1-2408483,Discussion/Decision
Semtech,R1-2408743,Source
CATT,R1-2404727,Discussion/Decision Proposal
NVIDIA,R1-2400693,Discussion
RAN4,R4-2416913,Source
Huawei,R1-2405332,Source
Huawei,R1-2403651,Ad-Hoc Chair
MediaTek Inc.,R1-2408709,Technical Proposal
Indian Institute of Technology Madras,R1-2401151,Technical Analysis
Huawei,R1-2403920,Technical Contribution
Huawei,R1-2405757,Change Request
New H3C,R1-2403877,Discussion and Decision
OPPO,R1-2400590,Technical analysis and proposals
Sony,R1-2402972,Discussion and decision
"NTT DOCOMO, INC.",R1-2410669,Technical Contribution
Nokia,R1-2406051,Discussion
NVIDIA,R1-2406494,Source
ZTE,R1-2408319,Moderator Summary
Huawei,R1-2401379,Technical Proposal
Hiroki Harada,R1-2401824,Contact Person
Spreadtrum Communications,R1-2402119,Discussion and decision
Intel Corporation,R1-2400382,Technical Proposal
MediaTek Inc.,R1-2405081,Discussion/Decision
Qualcomm Incorporated,R1-2401904,Change Request
Nokia,R1-2401780,Technical contribution
Indian Institute of Technology Madras (IITM),R1-2410423,Discussion
Nokia,R1-2403080,Source
Ericsson,R1-2401636,Moderator/Feature Lead
Nokia,R1-2402932,Technical Proposal
CATT,R1-2402707,Source to WG
Nokia,R1-2408547,Technical Contribution
Samsung,R1-2400700,Discussion and Decision
Nokia,R1-2400646,Source
AT&T,R1-2403148,Source
CMCC,R1-2409533,Discussion & Decision
NTT DOCOMO,R1-2409207,Contributor
Samsung,R1-2402441,Change Request
Samsung,R1-2409607,Discussion and Decision Proposal
Inmarsat,R1-2407138,Source
LG Electronics,R1-2400787,Technical Contribution
Fujitsu,R1-2400765,Discussion
"InterDigital, Inc.",R1-2404311,Technical Analysis/Proposals
Samsung,R1-2406666,Discussion and Decision
HiSilicon,R1-2409429,Discussion and Decision
Nokia,R1-2408895,Discussion and Decision
Samsung,R1-2405762,Change Request
vivo,R1-2404167,Simulation analysis and proposal
Huawei/HiSilicon,R1-2410119,Technical Contribution
Lenovo,R1-2404942,Technical analysis and proposals
Huawei,R1-2403950,Technical Analysis
Huawei,R1-2409138,CR Proposal
HONOR,R1-2404576,Discussion and Decision
Nokia,R1-2403315,Discussion and Decision
Ericsson,R1-2403899,Discussion/Decision Document
Samsung,R1-2404085,Discussion and Decision Support
Samsung,R1-2408640,Technical Proposal
Huawei,R1-2400144,Source
Samsung,R1-2404118,Technical Analysis
Huawei,R1-2406994,Technical contribution
CATT,R1-2408042,Technical Contribution
Moderator (Nokia),R1-2401691,Summary Creation
Huawei,R1-2410703,Moderator summary
SA2,S2-2401589,LS Reply
Spreadtrum Communications,R1-2405922,Discussion
Huawei,R1-2409419,Author
Thales,R1-2409440,Discussion and decision
Xiaomi,R1-2407965,Discussion
Lenovo,R1-2405452,Moderator summary
Nokia,R1-2400362,Source
vivo,R1-2402210,Change Request
vivo,R1-2402236,Discussion
Google,R1-2403685,Source
ZTE,R1-2405457,Moderator Summary
Panasonic,R1-2410282,Contribution
CATT,R1-2410852,Moderator Summary
China Mobile Communications Corporation,R1-2400321,Discussion and Decision
xiaomi,R1-2400560,Contribution
LG Electronics,R1-2408086,Technical Proposal
Huawei,R1-2401586,Technical Contribution
Spreadtrum Communications,R1-2400067,Discussion Proposal
Samsung,R1-2403724,Contributor
"Huawei, HiSilicon",R1-2401399,CR Proposal
ZTE Corporation,R1-2402265,Technical Contribution
Ericsson,R1-2409271,Source
Samsung,R1-2403814,Technical Discussion
CATT,R1-2402493,CR Proposal
HiSilicon,R1-2409427,Technical Proposal
Samsung,R1-2406628,Change Request
3GPP SA WG1,R1-2407600,Source
Apple,R1-2401032,Discussion
Qualcomm Incorporated,R1-2408833,Technical Analysis
Samsung,R1-2406663,Contribution
CMCC,R1-2409519,Technical Contribution
CEWiT,R1-2410583,Discussion document
Transsion Holdings,R1-2400208,Discussion & Decision
ZTE Corporation,R1-2409386,Technical Contribution
OPPO,R1-2404881,Technical Analysis
OPPO,R1-2402312,Change Proposal
China Telecom,R1-2406095,Discussion and discussion
CMCC,R1-2403285,Source
Spreadtrum Communications,R1-2405904,Discussion and decision
Xiaomi,R1-2402680,Moderator Summary
Qualcomm,R1-2401427,Contribution
Spreadtrum,R1-2409628,Discussion and decision
ZTE,R1-2402058,Discussion and Decision
Ericsson,R1-2400101,Technical Proposal
CATT,R1-2409921,Correction Proposal
vivo,R1-2407867,Discussion and Decision
"NTT DOCOMO, INC.",R1-2410385,Technical Contribution
