agenda_id,release,doc_id,page_range
9.4.2.2,Rel-19,R1-2407034,
9.6.2,Rel-18,R1-2408075,
9.3.2,Release 18,R1-2404866,
8.1,Release 18,R1-2407348,
9.11.3,Release 19,R1-2404473,
9.3.2,Release 18/19,R1-2405941,
9.1.2,Release 19,R1-2403460,
8.1,3GPP,R1-2407984,
5,Rel-19,R1-2410284,
9.3.2,Rel-19,R1-2401676,
9.1.4.1,Rel-19,R1-2406782,
9.14.2,Rel-19,R1-2409533,
9.7.2,Rel-18,R1-2408798,
9.11.3,Release 18,R1-2410009,
9.2.1,Rel-19,R1-2406045,
9.5.2,Release 18,R1-2400209,
9.11.1,Rel-19,R1-2404789,
9.12.1,Rel-18/Rel-19,R1-2407585,
9.6.3,Release 19,R1-2408478,
9.9.1,Rel-19,R1-2409975,
9.1.2,Rel-18,R1-2400317,
9.1.2,Release 19,R1-2407654,
9.7.2,Rel-19,R1-2408155,
NR_redcap-Core,Rel-18,R1-2407577,
5,"February 26th – March 1st, 2024",R1-2400785,
9.3.2,3GPP Release 18,R1-2408928,
NR_MIMO_evo_DL_UL,Rel-18,R1-2404600,
9.3.1,Rel-19,R1-2401214,
7,Rel-19,R1-2409340,
9.1.3.1,Rel-19,R1-2403146,
,Rel-17,R1-2401744,
NR_MBS-Core,Rel-18,R1-2401816,
9.6.2,Release 19,RAN1#118bis Schedule,
9.11.4,Rel-19,R1-2409839,
9.3.1.5,Rel-19,R1-2406509,
7,Rel-17,R1-2404072,
9.11.3,NR Phase 3,R1-2400604,
9.1.2,Release 19,R1-2409845,
7.1,Rel-15/16,R1-2401852,
9.7.1,,R1-2410097,
5.1.5,Rel-19,R1-2401089,
9.3.2,Release 18,R1-2405061,
9.11.1,R19,R1-2405057,
9.1.3.3,Rel-18,R1-2401111,
9.2.4,Rel-19,R1-2409997,
8.4,Release 18,R1-2403438,
NR_NTN_solutions-Core,Rel-17,R1-2407525,
9.3.1,Rel-18,R1-2408642,
9.4.1.2,Rel-19,R1-2407733,
9.11.2,Rel-19,R1-2409727,
9.1.1,Release 18,R1-2408268,
9.3.1,Release 19,R1-2410558,
9.4,Rel-19,R1-240XXXX,
9.1.4.2,R19,RAN1#119 Offline Session Schedule,
9.7.2,5G-Advanced/6G,R1-2400342,
9.7.1,,R1-2406075,
9.5.3,Rel-19 NES,R1-2402031,
9.3.2,3GPP Release 18,R1-2407703,
9.3.2,Release 19,R1-2403470,
,Rel-18,R1-2405529,
9.11.2,Rel-19,R1-2407934,
9.11.3,Release 19,R1-2406865,
9.11.3,May 2024,R1-2404801,
8.2,Rel-18,R1-2403420,
8.2,Rel-18,R1-2410900,
,Rel-18,3GPP TS 38.213,
9.4.2.1,Rel-19,R1-2400630,
5,Not specified,R1-2401163,
9.6.2,Rel-19,R1-2400339,
9.7.1,Rel-19,R1-2404522,
8.2,Rel-18,R1-2410662,
9.3.1,Release 18,R1-2407084,
9.4.2.4,NR,R1-2407072,
7.1.3,Release 17,R1-XXXXXX,
9.4.2.4,Rel-19,R1-2405805,
9.1.3.1,Release 18,R1-2403075,
8.4,Rel-18,R1-2402449,
9.3.2,Rel-18,R1-2410386,
9.5.3,Rel-19 NES,R1-2406378,
9.4.2.2,Rel-19,R1-2404503,
5,Rel-19,R1-2408440,
9.5.3,Rel-19,R1-2405892,
9.3.2,Rel-19,R1-2407927,
9.1.1,Rel-19,R1-2406305,
8,Release 18 and 19,R1-2407585,
9.6.1,Release 19,R1-2402976,
9.8.1,3GPP,R1-2403442,
9.1.2,Release 19,R1-2402919,
9.1.1,Release 19,RAN1#118bis Schedule,
8.2,Rel-18/19,R1-2400000,
8.1,Rel-18,R1-2401482,
7.3.1.3.4,Rel-18,R1-2401660,
9.5.2,Rel-19,R1-2409012,
FS_UAS_Ph3,Rel-19,RP-241668,
9.7.2,3GPP Release 18,R1-2408862,
9.4.2.1,Rel-18,R1-2409364,
8.1,Release 17,R1-2410743,
8.1,Rel-18,R1-2405561,
9.6.2,Rel-19,R1-2410232,
5,Release 18,R1-2409549,
9.1.3,Rel-19,R1-2407655,
8.1,Rel-18,R1-2400937,
9.1.2,Rel-19,R1-2410215,
9.4.1.1,Rel-19,R1-2402967,
Issue 1-9,Release 18,R4-2403494,
9.1.1,Rel-19,R1-2401179,
9.2.3,Rel-19,R1-2404972,
9.3.1,Rel-19,R1-2406209,
9.3.3,Rel-18,R1-2404818,
9.1.2,Rel-19,R1-2410467,
9.11.3,3GPP Release unspecified,R1-2409407,
9.4.2.3,Rel. 19,R1-2404901,
5,Release 18,R1-2400697,
7.1,Not specified,R1-2401809,
9.2.1,NR MIMO Phase 5,R1-2406420,
9.8.1,3GPP Release,R1-2402009,
8.1,Rel-18,R1-2403959,
9.4.2.3,Rel-19,R1-2401729,
8.1,Release 18,R1-2407247,
9.1.3.2,Rel-19,R1-2402455,
9.4.1.2,2024,R1-2406185,
9.4.2.4,Release 19,R1-2405915,
,Release 17,R1-2408439,
8.1,Unknown,R1-2404260,
8.5,,R1-2403748,
TP#12,Rel-18,R1-2401913,
9.14.2,Rel-19,R1-2409620,
9.4.2.2,Unspecified (Maastricht meeting 2024),R1-2406729,
7311,Rel-18,CR-0599,
NR_MIMO_evo_DL_UL,Rel-18,R1-2403812,
9.9.1,Release 19,R1-2410276,
,Rel-18,R1-2402779,
9.4.1.1,Rel-19,R1-2406811,
9.6.1,,R1-2408129,
9.5.3,Rel-19,RAN1#119-Schedule,
9.6.2,Rel-19,R1-2401630,
NR_SL_enh2-Core,Rel-18,R1-2407527,
9.1.1,Rel-19,R1-2406699,
9.14.2,Rel-19,R1-2410501,
9.5.1,Rel-19,R1-2402472,
9.4.1.1,Rel-19,R1-2400075,
NR_mob_enh2-Core,Rel-18,R1-2405716,
9.10.1,NR Phase 3,R1-2406304,
5.1,Rel-18,CR-merged-3GPP,
9.2.1,Rel-19,R1-2402711,
8.4,Rel-18,R1-240XXXX,
9.12.1,Rel-19,R1-2409541,
9.5.2,Rel-19,R1-2400442,
9.7.2,Release 19,R1-2409847,
,Rel-18,R1-2409276,
9.5.1,Rel-19,R1-2410563,
9.5.1,Rel-19,R1-2409289,
8.1,Rel-18,R1-2410822,
9.11.3,Rel-19,R1-2404693,
9.6.2,Rel-18,R1-2403027,
9.11.2,Rel-19,R1-2406739,
9.1.2,Rel-19,R1-2402367,
5,Release 18,R1-2405343,
9.4.2.3,Rel-19,R1-2404594,
9.1.4.1,Release 19,R1-2409880,
Rel-19_KI_2b3b,Rel-19,R1-2403835,
9.13,Rel-19,R1-2410830,
9.1.1.2,Rel-18,R1-2401581,
9.10.1,Rel19,R1-2403676,
9.2.6,Rel-18,R1-2408557,
NR_MC_enh-Core,Rel-18,R1-2405312,
8.2.1,Rel-18,R1-2405410,
9.1.3.3,Rel-19,R1-2403493,
9.4.2.4,Rel-19,R1-2400118,
9.6.2,Rel-19,R1-2410398,
9.2.2,Release 19,R1-2406746,
9.8,Rel-18/Rel-19,R1-2407585,
9.11.4,Rel19,R1-2408346,
8.5.2,Rel-18,R1-2403230,
9.11.1,,R1-2410160,
8.2,Rel-18,R1-2401508,
9.11.2,Rel-19,R1-2404580,
9.5.3,Release 19,R1-2400182,
9.4.2.4,,R1-2408933,
9.11.2,Rel-19,R1-2410532,
9.4.1.1,Rel-19,R1-2409511,
9.2.2,Rel-19,R1-2400105,
9.11,Rel-19,R1-2401298,
9.4.2.4,Rel-19,R1-2406291,
9.2.3,Rel-19,R1-2405982,
,Rel-19,S5-246292,
9.2.2,Rel-19,R1-2409428,
9.2.1,Rel-19,R1-2408083,
5,Rel-18,R1-2406220,
9.2.2,Rel-19,R1-2405149,
9.5.2,Release 19,R1-2405893,
9.2.2,Rel-19,R1-2410054,
9.6.3,Release 19,R1-2406852,
5,Rel18,R1-2406425,
9.2.1,3GPP NR MIMO Phase 5,R1-2409842,
9.11,Rel-19,R1-2407585,
9.2.3,Rel-19,R1-2402685,
9.1.1,Rel-19,R1-2403755,
9.2.2,Rel-19,R1-2405487,
8.1,Release 18,R1-2406161,
FS_Ambient_IoT_solutions,Rel-19,R2-2411263,
9.5.1,Rel-19,R1-2402942,
8.3,Rel-18,R1-2403477,
9.3.2,Rel-19,R1-2402808,
8.1,Release 18,R1-2407443,
9.3.3,Rel-19,R1-2404009,
,,RP-241686,
9.6.1,Release 18,R1-2400272,
9.11.4,Rel-19,R1-2405494,
9,18,R1-2403317,
9.11.2,Release 19,R1-2402935,
9.1.2,Release 19,R1-2400233,
9.2.2,Rel-19,R1-2410109,
8.12.5,Rel-18,R1-2401804,
9.3.3,Rel-19,R1-2400608,
9.12,Rel-18/19,R1-2407585,
9.11.2,Release 19,R1-2401131,
9.4.2.2,Release 19,R1-2409943,
9.1.3.1,Rel-19,R1-2405236,
NR_MBS-Core,Rel-18,R1-2403803,
9.3.1,Rel-19,R1-2401081,
9.6.3,Rel-19,R1-2409265,
9.4.1.2,Rel-18,R1-2407175,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2406347,
8.1,3GPP,R1-2406561,
9.1.3.3,Rel-19,R1-2407305,
7.1,Rel-18 and beyond,R1-2401407,
8.3,Rel-18,R1-2403783,
9.2.4,Rel-19,R1-2408339,
9.4.1.2,3GPP TSG RAN WG1 #117,R1-2404958,
9.6.1,Release 19,R1-2407614,
9.5.3,Release 19,R1-2402674,
9.11.1,Release 18,R1-2400071,
9.5.2,Rel-19,R1-2400120,
9.4.2.3,Release 18,R1-2400333,
8.1,Rel-18,R1-2409053,
9.12.1,Release 18 and 19,R1-2407585,
9.1.3.1,Release 18,R1-2405088,
8.5.2,Rel-18,R1-2402604,
9.11.2,Rel-19,R1-2402260,
9.4.2.1,3GPP Release 18,R1-2405820,
9.4.2.2,Rel-19,R1-2402331,
9.6.1,Release 19,RAN1#118bis-Schedule,
9.4.2.1,Rel-19,R1-2407131,
9.7.2,Release 18,R1-2402941,
9.11.4,Rel-19,R1-2404393,
9.4.2.3,Release 19,R1-2404405,
9.6.3,Rel-19,R1-2405471,
9.1.1,Rel-19,R1-2408027,
8.4,Rel-18,R1-2402226,
9.1.1,Rel-19,R1-2404567,
9.7.2,Rel-19,R1-2401496,
9.5.2,Rel-19 NES,R1-2404408,
9.3.2,Rel-18,R1-2406088,
9.1.1,Release 19,R1-2407938,
9.4.2.2,Rel-19,R1-2400778,
9.11.2,Rel-19,R1-2409102,
9.2.4,Rel-19,R1-2400556,
5.1.5,Rel-17,R1-2408197,
9.4.2.2,Rel-19,R1-2406421,
9.1.2,Rel-19,R1-2406970,
9.4.1.2,3GPP TSG RAN,R1-2410514,
5,Rel-18/Rel-19,R1-2409341,
8.10,Rel-18,R1-2401538,
9.5.3,Rel 19,R1-2401177,
5,Rel-18,R1-2402297,
8.5,Release 18,R1-2400038,
8.1,Rel-18,R1-2401527,
9.4.2.3,,R1-2404676,
9.2.3,Rel-19,R1-2408193,
9.6.1,Rel-19,R1-2402539,
5,3GPP,R1-2407007,
45-5/5a/6,Rel-18,R1-2409045,
9.1.3.3,R19,R1-2402873,
3,RAN1#119,RAN1#119_Schedule,
9.12.1,Rel-19,R1-2409868,
9.1.2,Rel-19,R1-2409480,
9.2.1,Rel-19,R1-2404239,
9.5.1,Rel-19,R1-2407738,
9.11.2,NR,R1-2402484,
9.1.3,Rel-18/Rel-19,R1-2407585,
4,Rel-18/19,RAN1#119 Chair's Notes,
9.1.1,Rel-18/19,R1-2409668,
8.2,Rel-18,R1-2408626,
9.7.2,"August 19-23, 2024",R1-2406451,
9.6.2,Rel-19,R1-2409861,
NR_Mob_enh2-Core,Rel-18,R3-244793,
9.1.3,Rel-19,R1-2410050,
9.4.2.3,Release 19,R1-2408789,
8.10,Release 18,R1-2400713,
9.3.2,Release 18,R1-2410138,
9.4.1.1,Rel-19,R1-2402072,
9.7.2,Release 18,R1-2406960,
6.2.1.4.1,Rel-18,R1-2407434,
9.1.4.1,Rel-19,R1-2409584,
9.4.2.2,Rel-19,R1-2405217,
8.6,Rel-18,R1-2400112,
9.4.2.2,Rel-19,R1-2407089,
9.6.1,Rel-18,R1-2402906,
9.3.2,Rel-19,R1-2402166,
21,Rel-18,R1-2408969,
9.6.1,,R1-2400211,
9.11.3,Rel-19,R1-2406756,
9.1.4.1,Rel-18/Rel-19,R1-2407585,
9.2.2,Rel-19,R1-2410754,
9.4.2.3,Rel-19,R1-2409366,
9.11.2,Rel-19,R1-2407498,
9.2.4,Rel-19,R1-2400958,
9.11.4,Release 19,R1-2400427,
9.6.2,19,R1-2409477,
9.1.3.3,Rel-19,R1-2403490,
9.4.1.2,3GPP Release 18,R1-2409636,
9.10.1,Rel-19,R1-2408153,
9.4.2.1,Release 19,R1-2403679,
9.1.2,Rel-19,R1-2402847,
,Rel-18,R2-2403968,
8.6,Rel-18,R1-2401761,
9.2.2,Rel-19,R1-2406029,
9.10.1,Rel-18/19,R1-2403149,
9.1.1,Rel-19,R1-2405087,
9.3.1,Release 18,R1-2404348,
7,Rel-17/Rel-18,R1-2407551,
RAN1#117,Rel-17,R1-2405837,
9.3.1,2024,R1-2408898,
,Rel-16,CR-Form-v12.1,
9.11.2,Release 18,R1-2402623,
9.8,Rel-18/19,RAN1#119 Chair's Notes,
9.10.1,Rel-19,R1-2408892,
9.2.1,Rel-19,R1-2401469,
9.4.2.1,,R1-2407645,
8.4,Rel-18,R1-2403601,
9.2.2,Rel-19,R1-2404337,
9.8.1,Rel-19,R1-2410632,
9.10,Release 19,R1-2400922,
9.4.2.3,Rel-19,R1-2400461,
9.9.1,Rel-19,R1-2406486,
5,Rel-18,R1-2410374,
8.1,Rel-18,R1-2404158,
9.4.2.1,6G,R1-2400385,
MBS-Core,Rel-18,R1-2406999,
Rel-16 editorial corrections,Rel-18,R1-2405757,
9.1.1,Rel-19,R1-2410255,
9.5.1,Rel-19,R1-2401675,
5,"Athens, Greece, February 26th – March 1st, 2024",R1-2400982,
9.1.3.1,Rel-19,R1-2403931,
8.10,Rel-18,R1-2401096,
9.8.2,,R1-2409152,
8.1,R19,RAN1#119 Online Session Schedule,
R2-2313959,Rel-18,R1-2406993,
9.6.2,Rel-19,R1-2408477,
8.2,Release 18,R1-2400988,
9.5.1,Rel-19,R1-2401206,
9.5.1,Rel-19,R1-2402248,
8.1,Rel-18,R1-2407367,
9.7,Rel-18,R1-2401935,
9.1.3.2,Release 19,R1-2400150,
9.4.2.2,Rel-19,R1-2409802,
4.5.4,Rel-18,R1-2405748,
8.3,Rel-18,R1-2401636,
,Rel-19,R1-2405896,
9.5.1,Release 19,R1-2403765,
NR_pos_enh2-Core,Rel-18,R1-2407377,
9.2.4,Release 18,R1-2402635,
9.3.1,Rel-18,R1-2403264,
9.3.3,Release 18,R1-2400327,
9.1.1,Rel-19,R1-2409780,
9.3.2,Not specified,R1-2410544,
9.7.2,3GPP Release 19,R1-2406085,
8.4.1.1,Rel-18,R1-2402440,
8.1,Rel-18,R1-2409100,
5,Rel-18,R1-2405322,
9.1.1,Release 18,R1-2404015,
9.2.3,Rel-19,R1-2402086,
9.8.1,Release 18,R1-2406384,
,Rel-18,R1-2403166,
9.11.3,Release-19,R1-2400517,
8.2.1,Rel-18,R1-2407199,
9.8.1,Rel-18/19,RAN1#118bis,
8.1,Rel-18,R1-2409230,
8.1,R18,R1-2405526,
9.6.3,NR,R1-2400636,
NR_Mob_enh2,Rel-18,R1-2404729,
9.4.2.3,Release 18 and 19,R1-2407585,
9.11.2,Rel-19,R1-2404262,
8.1,Rel-18,R1-2404376,
5,3GPP Release 18,R1-2404828,
9.6.3,Rel-19,R1-2407061,
9.3.2,Rel-18,R1-2404008,
9.1.4.1,Release 19,R1-2407656,
8.1,Rel-18,R1-2409181,
9.4.1.2,Release 19,R1-2406891,
9.7.2,Rel-19,R1-2408094,
NR_pos_enh2-Core,Rel-18,R1-2406953,
9.3.3,Rel-19,R1-2403906,
9.4.2.3,Rel-19,R1-2402670,
7.1,Rel-18,R1-2401384,
9.1.2.1,Rel-17,R1-2400506,
9.1.3.1,Rel-19,R1-2400768,
9.3.1,Rel-19,R1-2401249,
9.1.3,Rel-18/19,RAN1#118bis,
9.4.2.3,Rel-19,R1-2404622,
9.11.1,Rel-18,R1-2408227,
9.3.2,"November 18th – 22nd, 2024",R1-2410674,
9.3.2,Rel-18,R1-2404740,
9.7.1,5G-A/6G,R1-2409952,
9.6.2,Rel-18,R1-2405920,
9.8.2,Release 19,R1-2403997,
9.4.2.3,Release 19,R1-2401121,
4.5.3,Rel-18,R1-2406214,
9.6.2,Rel-19,R1-2410568,
9.11.4,Rel-19,R1-2407297,
NR_MC_enh,Rel-18,R1-2404730,
8.11,Rel-18,R1-2401796,
9.6.2,Rel-19,R1-2405868,
9.4.2.3,Rel-19,R1-2410481,
9.3.1,Rel-19,R1-2401191,
,Rel-18,R1-2405539,
7,Rel-17,R1-2409139,
9.2.1,Rel-19,R1-2407698,
9.11.2,Release 19,R1-2402903,
9.3.1,Rel-18,R1-2401217,
9.3.1,Rel-19,R1-2406087,
9.2.2,NR MIMO Phase 5 (Release 19),R1-2404919,
9.3.1,Rel-18,R1-2406237,
9.1.4.2,Rel-19,R1-2409170,
8,,R1-2401925,
12,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
9.3.1,Release 19,R1-2405940,
9.4.2.4,February 2024,R1-2401448,
9.1.3,5G NR,R1-2410818,
9.6.2,NR,R1-2406519,
8.5.3,Rel-18,R1-2402229,
9.1.1,Rel-19,R1-2408390,
9.4.2.1,Rel-19,R1-2406840,
9.1.3.3,Rel-19,R1-2400266,
7.3.1.4.1,Rel-18,R1-2402440,
9.4.2.4,Rel-19,R1-2407468,
9.13,Rel-19,R1-2410813,
NR_SL_enh2-Core,Rel-18,R1-2406676,
9.5.3,Rel-19,R1-2408123,
9.14.2,Rel-19,R1-2409431,
9.8.1,3GPP Release 18,R1-2408060,
9.3,Rel-18,R1-2404482,
9.4.2.4,R19,R1-2402136,
9.2.1,Rel-19,R1-2409857,
7.2,Rel-17,R1-2401391,
9.3.2,Rel-19,R1-2402965,
9.4.2.2,Rel-19,R1-2400784,
,Rel-18,R1-2401737,
9.2,Release 18 and 19,R1-2407585,
9.1.4.2,Rel-19,R1-2408758,
9.3.1,Rel-19,R1-2401011,
8.4,Rel-18,R1-2402445,
9.1.3.3,Release 18/19,R1-2400094,
8.1,Rel-18,R1-2405398,
9.3.3,Rel-19,R1-2400302,
9.8.2,3GPP Release 18,R1-2407684,
9.4.2.1,Rel-19,R1-2410267,
9.7.1,Rel-19,R1-2408797,
9.4.2.1,Rel-18,R1-2403060,
9.5.3,Rel-19,R1-2404759,
9.1.4.2,Rel-17/18/19,RAN1#119,
9.6.1,Release 18/19,R1-2403616,
9.1.1,Release 19,R1-2405336,
9.2.3,Rel-19,R1-2404920,
9.4.1.2,Not specified,R1-2409417,
9.2.3,Rel-19,R1-2401009,
7,Rel-18,R1-2409021,
9.6.2,R19,R1-2400570,
9.6.2,,R1-2408680,
9.1.3.2,Rel-19,R1-2400695,
9.3.1,Release 18,R1-2400802,
8.1,Rel-18,R1-2407102,
9.4.2.2,Rel-19,R1-2409365,
8.1,Rel-18,R1-2408287,
9.5.3,Rel-19,R1-2402975,
,Rel-18,R1-2408510,
9.1.3.1,Rel-19,R1-2400908,
9.2.4,Rel-19,R1-2403415,
9.1.3.2,Rel-19,R1-2406396,
9.6.1,Rel-19,R1-2409605,
9.4.1.1,Rel-19,R1-2406403,
,Rel-19,R2-2407832,
Agenda 1,Release 18,R1-2401961,
9.5.3,Rel-19,R1-2410302,
9.11.1,Rel-19,R1-2406615,
,Unknown,Unknown,
9.11.1,Rel-18,R1-2408578,
7,Rel-16/Rel-17,R1-2403706,
9.7.2,Rel-19,R1-2404128,
9.3.2,,R1-2408752,
1-4-2-1,Rel-18,R1-2409208,
9.8.2,Release 18 and 19,R1-2407585,
9.7.2,Release 19,R1-2409740,
9.4.2.2,Rel-19,R1-2409419,
9.1.3.2,Release 19,R1-2400235,
9.4.2.3,Release 19,R19 A-IoT,
8.11,Rel-18,R1-2401765,
8.1,Rel-18,R1-2404708,
9.6.1,NR,R1-2400590,
9.5.1,Rel-18,R1-2409965,
8.1,Rel-18,R1-2410670,
9.7.1,Release 19,R1-2407741,
NR_IIOT_URLLC_enh,Rel-17,R1-2402411,
9.11.1,Rel-19,R1-2401470,
8.1,Rel-18,R1-2405220,
9.5.3,Rel-19,R1-2407687,
9.2.2,Rel-19,R1-2402458,
9.11.4,Rel-19,R1-2408036,
9.4.2.2,Rel-19,R1-2404219,
9.1.1,Rel18,R1-2400844,
,Rel-17,R1-2401841,
9.6.2,Rel-18/19,RAN1#119-Schedule,
8.1,Rel-18,R1-2410464,
9.10.1,Release 18,R1-2408077,
8.1,Rel-18,R1-2410190,
9.4.2.3,R19,RAN1#119,
9.1.4,Release 18 and 19,R1-2407585,
9.7.2,Release 19,R1-2408483,
9.1.4.2,Rel-19,R1-2408541,
8.1,Rel-18,R1-2403411,
9.11.1,,R1-2402916,
9.8.2,Release 19,R1-2403718,
9.11.4,Rel-18,R1-2402486,
16.2.3,Rel-18,R1-2405393,
9.2.2,Rel-19,R1-2410436,
9.3.1,Rel-19,R1-2408828,
BM,Release 19,R19 MIMO,
5,Release 18+,R1-2407945,
9.1.2,Rel-18,R1-2404763,
9.4.1.2,3GPP Release 18,R1-2408700,
9.12.1,Rel-19,R1-2408669,
9.4.2.3,Rel-19,R1-2403396,
8.5,Release 18,R1-2400193,
,Rel-18,R1-2404988,
6.3.1.1.2,Rel-17,R1-2400477,
9.5.1,NR,R1-2400119,
9.3.3,Rel-18,R1-2400434,
9.3.2,Rel-18,R1-2404318,
8.1,Rel-18,R1-2409098,
9.2.1,Rel-19,R1-2401044,
8.5.3,Rel-18,R1-2402315,
9.1.3.3,Rel-19,R1-2406964,
9.8.1,3GPP Release 18,R1-2405360,
5,Rel-18,R1-2404952,
9.3.2,Rel-19,R1-2405832,
9.11.1,Rel-19,R1-2404201,
9.5.1,Rel-19,R1-2407685,
9.3.1,Rel-18/19,RAN1#119-Schedule,
9.10.1,Release 19,R1-2409649,
9.1.1,Rel-19,R1-2406541,
9.2.3,Rel-19,R1-2409890,
9.1.3.3,Rel-18,R1-2406176,
7,Rel-17 UE Power Saving,R1-2410530,
9.10.1,Rel-19,R1-2405666,
9.4.2.2,Rel-19,R1-2406580,
9.5.2,Rel-19 NR,R1-2401233,
9.4.2.1,Release 19,R1-2401567,
9.2.4,Rel-19,R1-2409858,
9.1.4.1,Rel-19,R1-2409658,
8.6,Rel-18,R1-2401248,
9.6.3,Rel-18,R1-2409561,
9.1.1,Rel-18/19,R1-2406718,
5,Rel-19,R1-2405647,
9.7.2,Rel-19,R1-2400617,
9.11.4,Rel-19,R1-2409834,
9.2.1,Rel-18,R1-2410585,
9.10.1,Rel-19,R1-2409822,
9.1.1,Rel-18,R1-2407019,
9.1.2,R19,R1-2401082,
9.3.3,Release 18,R1-2403266,
9.11.3,Rel-19,R1-2402485,
9.5.3,Release 19,RAN1#118bis_Schedule,
9.3.2,Rel.19,R1-2410046,
NR_pos_enh2-Core,Rel-18,R1-2408513,
9.4.1.2,Rel-19,R1-2402041,
9.2.4,Rel-18,R1-2400164,
9.5.3,Rel-19,R1-2400371,
4.2,Rel-18,R1-2410937,
,Rel-18,R1-2406345,
9.5.3,Rel-19,R1-2405128,
9.3.1,Release 18,R1-2400177,
5,Rel-19,R1-2406753,
9.4,Release 19,R1-2410845,
9.2.2,Rel-19,R1-2407774,
9.1.2,Release 19,R1-2410258,
9.11.2,Release 19,R1-2406778,
8.1,Rel-18 MIMO,R1-2406624,
9.3.2,Release 18,R1-2410412,
9.4.1.2,Release 19,R1-2408375,
9.6.3,Rel-18,R1-2407871,
9.2.4,Rel-19,R1-2406834,
9.8.2,Rel-19,R1-2408389,
9.3.1,Release 18/19,R1-2403241,
9.3.2,Rel-19,R1-2403789,
9.2.3,Rel-19,R1-2403853,
8.4,Rel-18,R1-2402310,
9.14.2,Rel-19,R1-2409768,
9.11.3,NR Phase 3,R1-2402122,
9.2.1,Rel-19,R1-2406887,
4,Release 19,RAN1#118bis Schedule,
9.7.2,5G NR,R1-2400760,
9.3.1,Rel-19,R1-2407218,
9.2.4,Rel-19,R1-2409462,
RAN2#124-A1,Rel-18,R2-2313656,
8.5.3,Rel-18,R1-2403181,
8.12.1,Rel-18,R1-2401101,
NR_NTN_enh-Core,18,R1-2403737,
9.6.2,Rel-19,RAN1#119-Schedule,
Rel-17 NR-NTN,Pre-Rel-18,R1-24xxxxx,
8.2,Rel-18 NR,R1-2408026,
9.2.4,Rel-19,R1-2410165,
9.6.3,Rel-19,R1-2409010,
9.3.1,Rel-19,R1-2409374,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2404368,
NR_2step_RACH,Release 17,R1-2402202,
9.1.3.2,Release 19,R1-2402789,
9.6.3,Unknown,R1-2404854,
9.5.1,Rel-19,R1-2408052,
9.4.2.2,Rel-19,R1-2400799,
8.10,Rel-18,R1-2401764,
,Rel-18,R1-2402443,
9.7.1,Rel-19,R1-2401355,
9.5.1,Release 18 and 19,R1-2407585,
9.8.2,3GPP Release 18+,R1-2405170,
9.2.4,Rel-19,R1-2402288,
9.3.1,Rel-18,R1-2409593,
8.3,Release 18,R1-2400374,
9.6.1,Release 18,R1-2403770,
9.4.2.1,Rel-19,R1-2405439,
9.11.4,Rel-17,R1-2407138,
9.10.1,R19,R1-2406248,
9.2.2,Rel-19,R1-2409060,
9.2.4,Rel-19,R1-2408351,
9.5.3,Rel-19,R1-2404334,
FS_Ambient_IoT_solutions,Rel-19,R1-2403769,
9.4.2.2,Rel-19,R1-2406605,
7,,R1-07948,
9.11.2,Rel-18/19,R1-2402344,
NR_SL_enh2-Core,Rel-18,R1-2407542,
9.11.3,Release 19,R1-2409728,
9.7.2,Release 19,R1-2409992,
9.11.1,R19,R1-2401130,
9.4.2.2,Rel-19,R1-2404621,
8.1,Rel-18,R1-2405023,
8.10,Rel-18,R1-2401498,
9.11.1,Rel-19,R1-2406584,
9.4.2.1,,R1-2402186,
9.1.3.1,Rel-18,R1-2400545,
9.3.1,3GPP Rel-18,R1-2408142,
R1-116,Rel-18,R1-2400294,
9.10.1,Rel19,R1-2407288,
9.1.4.1,Rel-18,R1-2403349,
9.2.4,Rel-19,R1-2400659,
9.1.2,Release 19,R1-2406719,
9.6.1,RAN1,R1-2400253,
9.2.4,Rel-19,R1-2403111,
9.6.3,Rel-18,R1-2408076,
9.1.3.1,Rel-18/19,R1-2406068,
9.7.1,Release 18,R1-2407916,
9.2.5,Rel-16,R1-2402425,
9.1.1,Rel-19,R1-2406826,
9.1.3.2,Rel-19,R1-2401152,
9.4.2.2,Rel-19,R1-2300612,
8.10,Release 18,R1-2400995,
7,Rel-16,R1-2409213,
9.1.2,Rel-19,R1-2408838,
9.6.2,Rel-19,R1-2405682,
9.5.3,Rel-19,R1-2406712,
9.8.1,2024-04,R1-2403630,
9.1.4.1,Rel-18,R1-2400930,
5,Release 18,R1-2409916,
9.8.1,3GPP Release 18,R1-2404521,
9.4.2.4,,R1-2405967,
9.3.1,Rel-18,R1-2403934,
7.1,Rel-18,R1-2400699,
9.2.1,Rel-19,RAN1#119-Schedule,
8.1,Rel-18,R1-2409922,
5.2.2.5.1,Rel-18,R1-2406520,
9.4.2.1,Rel-19,R1-2403881,
9.5.1,Release 19,R1-2407910,
9.1.2,Rel-19,R1-2402997,
9.2.4,Release 19,R1-2409631,
9.1.3.3,5G-Advanced (Rel-19),R1-2406496,
9.6.1,3GPP Release 18,R1-2404465,
9.6.2,Release-19,R1-2407978,
9.4.1.1,,R1-2409123,
9.3.1,3GPP Release 19,R1-2403904,
9.5.3,Rel-19,R1-2410134,
