agenda_id,doc_id,page_range
9.10.1,R1-2402258,Entire document
9.4.2.3,R1-2408208,
9.3.2,R1-2401192,
5.1.5,R1-2407531,
9.1.3.3,R1-2406889,
9.4.2.3,R1-2410269,1-4
9.3.1,R1-2404023,1-30
9.6.1,R1-2402539,Entire Document
8.3,R1-2401759,Entire document
9.3.2,R1-2400877,1-4
9.4.2.1,R1-2406604,
9.2.1,R1-2403846,1-6
9,R1-2404066,Clause 9
NR_cov_enh2-Core,R1-2401878,Entire document
9.2.1,R1-2401226,
8.1.4,R1-2406917,8-12
9.1.3.1,R1-2405088,
9.4.2.1,R1-2403196,
8.7,R1-2400412,
9.5.2,R1-2401144,
9.4.1.1,R1-2403885,Entire Document
9.2.2,R1-2400322,1-16
NR_pos_enh2-Core,R1-2407377,
9.2.2,R1-2403476,1-4
9.1.2,R1-2402636,
9.11.4,R1-2402123,
7,R1-2406461,
NR_MC_enh,R1-2404856,
9.2.3,R1-2407963,
9.1.1,R1-2410347,entire document
7,R1-2402863,
7,R1-2409573,
8.11,R1-2400533,Entire document
9.2.1,R1-2405980,1-6
9.8.2,R1-2407290,
9.3.2,R1-2408408,Entire Document
9.1.2,R1-2402870,
9.2.1,R1-2407470,Full Document
R1-2401948,R1-2402200,
9.1.3.1,R1-2402422,
9.4.2.2,R1-2402469,
9.11.1,R1-2409405,
9.6.1,R1-2410071,entire document
9.11.3,R1-2410407,Entire document
Q1,R1-2409974,1
9.11,R1-2407482,
7,R1-2409021,Entire document
9.4.2.1,R1-2404028,
9.11.4,R1-2406573,
9.1.3.3,R1-2405147,
9.1.1,R1-2408959,
9.1.2,R1-2405350,
9.6.2,R1-2410398,1-8
9.4.1.1,R1-2407705,
9.6.3,R1-2404314,1-6
9.1.2,R1-2406493,
9.1.4.1,R1-2406151,
9.2.3,R1-2403852,Entire Document
9.6.1,R1-2406815,
9.1.4.1,R1-2403033,
9.1.4.2,R1-2408222,Entire document
6.1,38.214,
9.1.1,R1-2402786,
8.1,R1-2402274,
9.4.2.1,R1-2402013,Entire document
8.12.6,R1-2400354,1-6
,R1-2403649,
9.1.2,R1-2409742,
9.6.1,R1-2410397,
9.1.1,R1-2408773,N/A
9.6.3,R1-2409813,
NR_Mob_enh2-Core,R4-2321388,
9.5.2,R1-2410075,
9.11.2,R1-2406950,
9.11.3,R1-2408718,
9.2.2,R1-2402180,
8.4,R1-2402226,
5,R1-2408440,
NR_mob_enh2-Core,R1-2408888,
9.8.1,R1-2404304,3/8
9.4.2.1,R1-2404345,
8.2,R1-2403652,
9.11.1,R1-2408894,Entire document
9.3.1,R1-2402687,
RAN1#116,R1-2404231,
9.3.2,R1-2401215,
9.1.3.1,R1-2406342,
9.4.1.1,R1-2409895,1-3
9.3.3,R1-2410576,
9.8.1,R1-2409467,
8.12.6,R1-2401252,
9.11.2,R1-2402903,
8.4,R1-2403084,
9.7.2,R1-2405055,
9.4.2.2,R1-2400737,
9.11.5,R1-2407924,1/6
9.5.1,R1-2409712,
9.4.1.1,R1-2407326,
,R1-2403538,
9.7.1,R1-2406137,
9.11.5,R1-2408400,
9.12.1,R1-2407925,
8.4,R1-2403439,
9.5.3,R1-2409756,
9.12.1,R1-2410250,
9.10.1,R1-2403210,1-2
9.5.2,R1-2408882,
8.1.2.1,R1-2402435,
9.3.2,R1-2400109,
9.4.2.4,R1-2408854,
9.4.2.2,R1-2409008,1-27
9.1.2,R1-2404478,all
9.3.2,R1-2405040,
9.2.3,R1-2402085,
9.2.2,R1-2402722,
9.2.4,R1-2409972,
9.3.2,R1-2403370,
9.5.1,R1-2405993,
9.4.1.2,R1-2409363,
9.5.1,R1-2406507,
9.3.1,R1-2402380,
8.1,R1-2407224,
9.1.3.1,R1-2403146,Entire document
9.10.1,R1-2406506,
8.1,RAN1#119 Online Session Schedule,
9.11.1,R1-2401458,
9.4.1.2,R1-2405431,1-15
9.11.3,R1-2407958,Entire document
9.10.1,R1-2403510,Entire document
9.5.3,R1-2409737,
9.4.2.2,R1-2406187,Full Document
9.4.2.3,R1-2404291,Entire Document
NR_SL_enh2-Core,R1-2404847,
9.7.2,R1-2400530,
9.11.4,R1-2406780,
9.2.3,R1-2408201,
9.11.3,R1-2404315,
9.5.1,R1-2402887,
8.1,R1-2407476,
9.3.3,R1-2409874,
9.2.2,R1-2403109,1-30
R2-2403771,R1-2405583,
16.2.3,R1-2402437,Clause 16.2.3
9.11.3,R1-2409838,1-5
9.4.2.3,R1-2402044,
4.5.3,R1-2403173,
9.2.4,R1-2410539,
9.5.3,R1-2409278,
9.4.1.1,R1-2409027,Entire document
9.2.2,R1-2400849,
8.12.5,R1-2400676,
NR_mob_enh2-Core,R1-2405716,
9.6.1,R1-2404664,
9.4.2.2,R1-2407137,
8.1.4A,R1-2401736,
9.4.1.1,R1-2409416,
9.7.2,R1-2409609,1-22
9.1.4.2,R1-2409171,
9.7.1,R1-2402815,Entire Document
TP#2,R1-2405754,Section 4.2.1
9.4.2.3,R1-2401401,
R18 UE,RAN1#118bis_Schedule,
9.11.2,R1-2402581,entire document
8.2,R1-2403547,Entire document
9.1.1,R1-2402056,
Q1,R1-2408947,
9.4.2.4,R1-2405185,
9.5.1,R1-2410563,
9.7.2,R1-2404039,
9.3.3,R1-2404400,
9.11.4,R1-2401461,
9.1.4.2,R1-2410261,
9.3.2,R1-2400301,
8.12.5,R1-2400825,
9.11.4,R1-2403005,
9.6.3,R1-2406195,1-15
9.3.3,R1-2400302,
9.1.2,R1-2407797,1-27
8.1,R1-2407348,
9.3.2,R1-2403192,
9.3.1,R1-2401227,
9.2.5,R1-2404480,
RAN1#116-A3,R2-2313656,Action Item 2
Agenda4,R1-2405780,
9.4.2.3,R1-2403637,Entire document
9.1.2,R1-2408609,Entire document
9.8.2,R1-2406766,
9.7.2,R1-2406710,
9.6.2,RAN1#118bis-Schedule,
8.2,R1-2403466,
9.4.1.2,R1-2401264,
8.3,R1-2401792,Full Document
9.8.2,R1-2410595,1-7
9.1.2,R1-2406055,Entire document
9.11.3,R1-2410279,
9.7.1,R1-2407717,
9.5.3,R1-2410888,Entire document
9.6.3,R1-2409906,
9.2.4,R1-2407900,1-7
9.7.2,R1-2400617,
9.2.1,R1-2402321,1-6
9.6.3,R1-2401836,Entire Document
8.2,R1-2403564,1-21
9.2.2,R1-2409061,
9.11.1,R1-2402902,
R1-2410898,R1-2410898,Entire document
9.2.1,R1-2406177,
9.11.5,R1-2408874,
9.1.2,R1-2401984,
8.4,R1-240xxxx,Entire document
R1-2407413,R1-2407424,
5,R1-2409662,
9.3.1,R1-2402168,All pages
9.1.3.2,R1-2407077,
9.5.3,R1-2404464,
9.4.2.3,R1-2402076,
8.1,R1-2409034,
9.8.1,R1-2407802,1-4
9.5.1,R1-2405048,
9.4.2,R1-2406752,
,R1-2406988,
9.1.4.1,R1-2402414,
9.1.3.1,R1-2404378,
RAN1-118-NR_MIMO_evo_DL_UL-Core,R1-2406042,
9.2.1,R1-2405205,
N/A,CR-11,
,R1-2408744,
9.4.2.2,R1-2407646,
8.6,R1-2400292,
9.1.2,R1-2402264,
9.4.1.2,R1-2400114,
9.11.4,R1-2409653,
9.9.1,R1-2408358,
,R1-2404839,
9.4.2.1,R1-2407628,Full document
8.4,R1-2402606,
9.3.3,R1-2408929,
9.11.5,R1-2410366,Entire document
9.1.4.1,R1-2406399,
9.1.1,R1-2408010,
9.8.1,R1-2403443,
8.2,R1-2410661,
9.7.2,R1-2406713,
9.4.2.3,R1-2407736,
9.4.2.4,R1-2402110,
9.11.5,R1-2409730,
9.1.3.2,R1-2405901,Entire Document
9.5.1,R1-2407565,
5,R1-2404979,
9.1.1,R1-2403998,
SL-PRS-MAC,R1-2401552,
9.5.1,R1-2403960,entire document
9.1.2,R1-2403052,
9.1.2,R1-2400544,Entire document
8.1,R1-2402784,entire
9.3.3,R1-2409798,
9.5.2,R1-2409012,
9.3.2,R1-2401210,
8.12.5,R1-2401513,35/36
9.4.1.2,R1-2407609,Entire Document
9.11.5,R1-2410874,1-16
9.12.1,R1-2407726,
NR_SL_enh2-Core,R1-2403669,Entire document
NR_FR1_lessthan_5MHz_BW-Core,R1-2400296,
9.12.1,R1-2409703,
9.7.2,R1-2401064,1-16
NR_Pos_enh2-Core,R1-2406166,1-3
9.2.4,R1-2408111,
9.2.4,R1-2403414,Entire document
R4-2406679,R4-2406679,
9.5.3,R1-2402031,
38.213 CR Draft rev,R1-2400042,
8.3,R1-2401549,
9.4.2.2,R1-2409057,1-30
21,R1-2409209,
9.4.2.3,R1-2405828,
9.12.1,R1-2408262,
9.7.2,R1-2404926,Entire document
4.5.3,R1-2406214,Section 4.5.3
8.7,R1-2400000,
9.4.2.1,R1-2409388,
9.2.3,R1-2404110,Entire document
8.5.2,R1-2403699,
9.1.3.1,R1-2402232,
9.6.3,R1-2402394,
9.8.1,R1-2403630,all
9.3.1,R1-2400557,
9.5.2,R1-2406410,1-18
9.4.2.2,R1-2405243,
9.4.2.2,R1-2402748,
5,R1-2410326,
9.6.3,R1-2404440,Full Document
9.11.3,R1-2400261,1-14
9.3.2,R1-2406106,
9.10.1,R1-2403286,Entire Document
8.12.4,R1-2401512,
9.1.3.1,R1-2400768,
9.3.3,R1-2409510,Entire document
9.2.3,R1-2406523,
9.2.2,R1-2403876,
9.1.2,R1-2408545,
45-1a,R1-2405566,
9.2.3,R1-2405982,
9.5.2,R1-2405994,1-21
9.11.4,R1-2407296,
8.6,R1-2400039,Entire document
9.7.1,R1-2404931,
9.5.2,R1-2403979,
9.11.5,R1-2409849,
9.1.3.1,R1-2404053,
9.11.5,R1-2407882,
9.6.3,R1-2407979,
9.1.3.2,R1-2404654,Entire document
9.11.1,R1-2409004,
,R1-2405335,
9.11.2,R1-2406671,1
,38.202 CR,
9.11.2,R1-2405264,
NR_SL_enh2-Core,R1-2402296,
9.4.2.1,R1-2402567,1-21
9.1.3.3,R1-2401569,
NR_feMIMO-Core,R1-2408012,
N/A,R1-2403407,
9.1,R1-24xxxxx,
9.2.4,R1-2408460,
5,R1-2401262,
9.6.3,R1-2405659,
8.1,R1-2404710,
9.11.5,R1-2408667,
9.4.2.3,R1-2405184,
9.6.1,R1-2402251,1-23
9.7.1,R1-2407651,
9.8.1,RAN1#119,Detailed Schedule AM Sessions
NR_SL_enh2-Core,R1-2404640,1-3
7,R1-2407422,
9.11.1,R1-2402622,
9.3.3,R1-2408278,
9.5.3,R1-2406660,
7,R1-2405726,entire document
NR_redcap_enh-Core,R1-2405607,
,R3-243969,
8.5.3,R1-2402552,
9.10.1,R1-2409426,Entire document
9.4.2.2,R1-2403446,Entire document
9.3.2,R1-2406514,Entire document
9.1.2,R1-2408559,
9.4.2.3,R1-2402246,Entire document
8.5.3,R1-2402008,
NR_NTN_enh-Core,R1-2410797,
9.3.2,R1-2410675,Full document
9.2.1,R1-2403088,Entire document
Not Specified,R1-2400893,
9.4.2.3,R1-2402387,
Topic 2,R1-2403704,
9.1.1,R1-2405808,
9.2.3,R1-2406030,
9.1.1,R1-2402996,
9.4.2.1,R1-2405439,
9.2.3,R1-2409506,
9.11.2,R1-2403259,
9.8.1,R1-2403925,
9.1.3.3,R1-2403000,
9.1.4.1,R1-2407656,
9.2.1,R1-2408083,Entire document
9.11.3,R1-2400073,1-5
9.2.3,R1-2409464,
9.4.2.1,R1-2410092,1-6
9.6.2,R1-2401453,
9.4.1.1,R1-2406370,
9.1.4.1,R1-2407101,
9.2.2,R1-2403981,1-12
9.7.1,R1-2406382,Entire document
9.4.2.1,R1-2404674,
9.4.1.1,R1-2404618,
9.3.1,R1-2400643,1-8
9.5.3,R1-2406051,
8.4,R1-2403222,
7,R1-2409385,Entire document
9.3.3,R1-2407809,
5,R1-2404754,N/A
9.1.2,R1-2408159,
8.5.3,R1-2403702,1-6
9.5.1,R1-2404032,
9.2.3,R1-2403983,Entire document
9.1.2,R1-2407063,
9.1.1,R1-2402094,
9.8.2,R1-2407293,1-49
9.4.2.1,R1-2400246,Entire document
8.12.4,R1-2401324,2-3
9.11.4,R1-2404672,
9.3.1,R1-2408043,Entire Document
9.11.3,R1-2408804,
9.6.2,R1-2409690,Entire Document
9.3.2,R1-2407703,Entire Document
5,R1-2407221,
9.11.5,R1-2407960,
9,R1-2402429,
9.10.1,R1-2409526,
5,R1-2400981,
9.2.4,R1-2401050,
9.7.2,R1-2400841,Entire document
5,R1-2410614,
9.4.2.4,R1-2408790,
9.4.2.1,R1-2401265,
9.8.1,R1-2407253,
9.11.1,R1-2402934,
,R3-238056,
9.2.2,R1-2400105,Entire document
7,R1-2407429,
9.11.1,R1-2404132,1-3
9.2.3,R1-2401438,
9.4.2.3,R1-2406775,entire
9.2.1,R1-2402457,
9.11,R1-2409256,entire document
9.3.3,R1-2402825,
,R1-2408521,
9.1.4.1,R1-2408952,7.2-7.2.1
8.2.1,R1-2405677,32/35
9.11.2,R1-2404308,
9.5.1,R1-2407037,Entire document
8.3,R1-2401636,Full Document
9.11.4,R1-2407297,
NR_FeMIMO-Core,R1-2409138,
16,R1-2409340,
7,R1-2403312,
9.3.1,R1-2406649,1-25
9.6.2,R1-2407060,
NR_MIMO_evo_DL_UL-Core,R1-2409921,
9.10.1,R1-2408032,
9.3.2,R1-2408120,
5,R1-2404649,
9.4.1.1,R1-2403397,
9.1,R1-2401935,
9.3.2,R1-2402747,1-4
NR_SL_enh2-Core,R1-2408619,
57-2,R1-2405566,
R1-2403619,R1-2403619,
9.3.3,R1-2400156,
9.8.1,R1-2408895,
9.3.3,R1-2403019,Entire document
9.2.4,R1-2409709,
9.2.1,R1-2406454,
8.2,R1-2403537,
8.4,R1-2403601,
8.5.1,R1-2402364,Entire Document
9.2.1,R1-2401078,
9.3.1,R1-2406835,
6,R1-2408450,
9.7.1,R1-2404522,1-5
FS_AmbientIoT,R1-2407364,
9.11.2,R1-2404438,
9.1.3.2,R1-2403013,
9.6,R1-2403775,Entire document
9.4.2.3,R1-2402470,
9.2.2,R1-2408395,Entire document
5,R1-2410613,
9.5,R1-2401143,Entire document
NR_MIMO_evo_DL_UL-Core,R1-2404159,
9.4.2.1,R1-2401493,
5,R1-2405971,Entire document
9.6.2,R1-2405109,1-4
9.5.3,R1-2410887,
9.2.1,R1-2409377,
8.2,R1-2409042,
9.11.1,R1-2405090,Entire document
9.3.1,R1-2408593,
9.1.3,R1-2408247,entire document
NR_pos_enh2-Core,R1-2403728,Entire document
9.4.2.2,R1-2409389,
9.11.2,R1-2410807,
9.8.2,R1-2408096,
8.5.3,R1-2402453,
9.5.1,R1-2408830,Entire document
9.11.3,R1-2409721,
9.6.1,R1-2403418,
8.5.2,R1-2403699,29/52
9.1.4.1,R1-2408633,1-23
,R1-2405667,
FS_UAS_Ph3,RP-241668,
9.7.2,R1-2402681,
9.10.1,R1-2402028,Entire Document
9.6.1,R1-2409520,
7.1,R1-2400947,
8.1,R1-2410684,
MBS-Core,R1-2406999,
9.2.1,R1-2408778,
RAN4#110bis,R4-2406500,
9.7.2,R1-2404635,entire document
9.6.3,R1-2402253,entire document
9.5.1,R1-2401123,5/5
9.2.3,R1-2409465,
9.4.1.1,R1-2408065,1-22
8.2.4.2,R1-2407403,
9.2.2,R1-2408200,Entire document
9.4.2.2,R1-2406580,
9.3.1,R1-2410137,
NR_Mob_enh2,38.213,Clause 21
9.1.1,R1-2409780,Entire Document
9.3.3,R1-2407062,Entire document
NR_Mob_enh2,R1-2402985,
9.3.2,RAN1#118bis-Schedule,
9.3.1,R1-2407901,Entire document
9.5.1,R1-2409009,
9.10.1,R1-2409930,
16.3.0,R1-2403225,
9.6.1,R1-2408074,
9.4.1.2,R1-2410389,
9.6.1,R1-2405164,1-2
9.4.2.4,R1-2409867,entire document
9.8.1,R1-2400841,
9.1.4.1,R1-2402356,1-3
9.11.1,R1-2401029,
9.11.5,R1-2409618,Page 8
9.8.2,R1-2407293,
8.10,R1-2400713,
9.4.2.3,R1-2409600,
9.6.2,R1-2403865,Entire Document
9.1.3,R1-2408546,
7,R1-2405874,
9.5.3,R1-2403691,Entire document
9.7.1,R1-2403133,
9.1.3.3,R1-2406176,
8.5.2,R1-2402604,Entire Document
5,R1-2400350,
9.6.3,R1-2400686,
9.11.2,R1-2407722,
8.1,R1-24xxxxx,Entire document
9.3.3,R1-2404662,
9.2.4,R1-2404568,
9.4.2.3,R1-2406072,
9.6.3,R1-2404762,
Unknown,R1-2402866,Entire document
9.6.2,R1-2404301,Entire document
9.10.1,R1-2404524,
7.5,R1-2402061,
9.2.3,R1-2400523,
9.1.3,R1-2409145,
9.3.3,R1-2404617,
5,R1-2400307,
Unknown,R1-2407833,
9.4.1.1,R1-2408374,Entire document
9.4.2.2,R1-2408990,1-12
9.1.1,R1-2410018,Entire document
8.1,R1-2405407,
7,R1-2407483,Entire document
NR_SL_enh2-Core,R1-2403793,2-20
9.1.2,R1-2401198,
9.4.2.4,R1-2404120,Entire document
8,R1-2402304,
9.11.1,R1-2408867,
9.4.2.1,R1-2409598,
9.1.3.3,R1-2406924,
7,R1-2403597,
8.1,R1-2407404,Entire document
9.2.2,R1-2400195,Full document
9.1.4.1,R1-2408431,
9.6.3,R1-2402677,1-7
9.5.3,R1-2407157,
9.2.4,R1-2406524,
9.5.3,R1-2407585,
9.11.1,R1-2404692,
9.1.3.1,R1-2405290,
8.1.,R1-2400754,
8.5,R1-2400581,
9.10.1,R1-2406065,Entire document
8.1,R1-2404233,
9.3.1,R1-2408383,
9.4.2.4,R1-2406893,1/4
9.4.2.1,R1-2407906,Entire Document
9.7.2,R1-2407200,
9.5.1,R1-2400515,Entire document
NR_MIMO_Ph5,R1-2407284,Entire Document
9.4.1.1,R1-2402565,
9.7.2,R1-2406857,1-7
9.5.1,R1-2410228,
9.11.1,R1-2400897,
9.2.4,R1-2407112,
9.11.1,R1-246130,
8.2,R1-2402142,
9.1.4.2,R1-2409503,
9.5.1,R1-2406477,
9.3.2,R1-2408643,
9.5.3,R1-2302518,
7.1,R1-2401413,
9.4.1.2,R1-2400057,entire document
9.2.4,R1-2406263,
9.1.3.1,R1-2405900,
9.4.2.1,R1-2404743,
9.1.2,R1-2401082,
16.2.4.3.1,R1-2410596,
9.3.2,R1-2404454,
8.2,R1-2409040,
9.4.2.3,R1-2406317,
9.4.2.1,R1-2407119,
9.2.4,R1-2400626,
7.2,R1-2401465,1-5
8.1.4A,R1-2404642,1-2
9.6.2,R1-2401024,
9.5.1,R1-2408934,
9.3.3,R1-2405041,1-4
9.11.4,R1-2407663,
9.7.1,R1-2403070,
9.6.2,R1-2407615,all pages
8.9,R1-2401380,
9.6.3,R1-2407516,Entire document
9.4.2.4,R1-2402860,
8.5,R1-2401782,
6.1.3,R1-2406325,
9.4.1.1,R1-2410422,
9.6.1,R1-2405254,
8.11,R1-2401702,
9.2.3,R1-2404814,
9.2.3,R1-2403850,
9.11.3,R1-2410640,Full Document
,R1-2410757,
9.6.2,R1-2406194,Entire Document
9.1.2,R1-2402231,
4.1.23,R1-2401915,
9.1.1,R1-2406054,Entire Document
9.7.1,R1-2400572,
9.6.3,R1-2402521,
9.3.1,R1-2407807,entire document
NR_FR1_lessthan_5MHz_BW-Core,R2-2404038,
9.3.1,R1-2405039,Entire document
9.1.3.1,R1-2405015,Entire document
8.1,R1-2400309,7/9
9.1.3.1,R1-2402629,1-8
9.2.2,R1-2402064,Full Document
9.11.3,R1-2403422,
9.2.3,R1-2402282,
9.5.2,R1-2408321,
9.11.2,R1-2410080,entire document
9.6.2,R1-2408500,
5,R1-2408000,
9.1.4.2,R1-2410173,
9.4.2.2,R1-2406841,1-4
9.4.2.1,R1-2404620,Entire Document
9.4.2.1,R1-2403246,2/9
FG 40-7-1g-2,R1-2409045,Section 1
8.5,R1-2401582,
9.5.2,R1-2404859,
9.1.3.1,R1-2405649,
9.6.1,R1-2403203,Full Document
9.6.1,R1-2409949,
9.4.1.1,R1-2400075,
9.4.1.2,R1-2409417,
8.12.5,R1-2400148,Entire Document
9.5.3,R1-2400823,entire document
NR_pos_enh2-Core,R1-2405288,Entire document
NR_SL_enh2-Core,R1-2403356,
9.7.1,R1-2401705,Entire document
9.1.1,R1-2409479,Entire document
Obj.3,R1-2409548,
9.7.2,R1-2407742,1-6
9.4.1.2,R1-2410711,
NR_newRAT-Core,R1-2402411,
,R1-2405333,
5,R1-2403341,1-2
8.4,R1-2402060,Entire document
9.1.3.2,R1-2404768,
9.5.3,R1-2402944,
9.5.1,R1-2401279,
9.2.2,R1-2409428,1-14
9.2.4,R1-2410473,
9.1.3.2,R1-2400723,
8.1,R1-2410805,
9,R1-2408020,Clause 9
8.1,R1-2407397,
9.1.1,R1-2404582,1-11
8.4,R1-2403328,
NR_pos_enh2,R1-2410461,
9.11.5,R1-2408139,Entire Document
9.4.1.1,R1-2405042,
8.2,R1-2402092,
9.6.2,R1-2408254,
9.5.3,R1-2403047,
9.4.2.1,R1-2403678,
9.11.1,R1-2409650,
9.1.2,RAN1#119,
5,R1-2406982,1-5
6.3.2.2.2,R1-2406330,
9.5.3,R1-2403306,
8.2,R1-2403104,
Topic 4,R1-2403704,
9.8.2,R1-2410214,
9.6.1,R1-2401349,
9.3.1,R1-2406749,
9.4.2.2,R1-2408852,
9.4.2.1,R1-2407638,1-4
38.214 CR 0612,R1-2407452,1-3
9.1.3.2,R1-2404722,
9.5.2,R1-2403528,
8.11,R1-2401668,Entire Document
9.2.1,R1-2408925,Entire Document
9.7.2,R1-2406489,entire document
9.7.2,R1-2409977,
NR_MIMO_evo_DL_UL-Core,R1-2405522,
9.2.4,R1-2401472,
9.4.2.4,R1-2407973,
9.3.1,R1-2410264,entire document
9.1.1,R1-2407653,
9.6.3,R1-2409561,1-16
9.2.1,R1-2406887,
9.1.3.2,R1-2402369,1-16
5,R1-2409830,Entire document
8.8,R1-2400311,
9.6.2,R1-2410862,
9.1.3.3,R1-2403489,
NR_SmallData_INACTIVE,R1-2403724,
8.12.3,R1-2400536,1-6
9.6.2,R1-2401630,
Netw_Energy_NR_enh,R1-2403778,
9.3.2,R1-2410087,
8.2,R1-2409392,
4,RAN1#119_Schedule,
9.1.3.1,R1-2403931,
7,R1-2403598,
8.12,R1-2401822,
9.1.2,R1-2410258,
9.3.1,RAN1#119_Schedule,
9.1.3.2,R1-2405210,
N/A,R1-2407008,
9.3,RAN1#119 Chair's Notes,
9.10.1,R1-2406948,
9.1.2,R1-2406441,1-4
9.4.2.1,R1-2402736,
RAN1#116,R1-2401864,
9.3.1,R1-2404955,1-15
Rel-18 RAN1 UE Features,R1-2405565,1-4
9.5.3,R1-2402674,
9.4.2.4,R1-2405275,
9.4.2.1,R1-2403119,
9.1.2,R1-2405976,
9,R1-2403317,
9.2.2,R1-2404923,Entire document
9.1.3,R1-2409583,
9.5.2,R1-2408414,
9.5.3,R1-2405072,1
9.1.3.3,R1-2406419,
8.1,R1-2406565,
9.4.2.4,R1-2406094,
NR_NTN_Ph3-Core,R4-2416920,1-2
9.5.3,R1-2406706,Entire Document
9.2.2,R1-2400382,1-12
5.2.1.6,R1-2409251,Section 5.2.1.6
9.3.3,R1-2403913,entire document
8.12.4,R1-2400597,
RAN1#116b,R1-2406019,
9.5.3,R1-2408936,
9.5.1,R1-2408132,
9.3.1,R1-2403241,
9.4.2.3,R1-2406842,Entire Document
9.6.2,R1-2402894,1-28
8.1,R1-2401416,
9.4.1.1,R1-2405155,Entire document
8.1,R1-2410896,Entire document
9.4.2.3,R1-2400779,
9.4.2.1,R1-2402186,
9.2.1,R1-2404494,Entire Document
9.6.2,R1-2402893,1-28
7.1,R1-2401793,Entire document
9.5.1,R1-2404807,
9.9.1,R1-2408062,
9.4.2.4,R1-2400666,
9.2.2,R1-2400728,Entire document
8.10,R1-2400995,
9.7.2,R1-2404542,
9.6.1,R1-2404852,Full document
9.4.2.3,R1-2409486,
9.4.2.1,R1-2408672,
9.1.3.3,R1-2401366,
9.10.1,R1-2408256,
9.6.3,R1-2400636,
9.2.2,R1-2404240,
9.1.2,R1-2406270,Entire document
9.5.1,R1-2406608,Entire document
9.5.2,R1-2400928,1-6
9.3.2,R1-2407625,Entire Document
9.1.3.2,R1-2402843,1-11
7,R1-2402161,Entire document
9.11.1,R1-2406452,1
9.11.1,R1-2410415,
9.4.1.2,R1-2406371,
9.4.2.3,R1-2407709,
9.1.1,R1-2405096,1-7
9.10.1,R1-2404040,1-8
9.11.5,R1-2408736,entire document
9.4.2.3,R1-2410289,Page 12
9.3.3,R1-2409595,
9.6.2,R1-2406105,
R1-116,R1-2401894,1-9
9.11.1,R1-2408945,
9.9.1,R1-2409696,
8.12.6,R1-2401170,1
9.11.4,R1-2405493,Entire document
8.1,R1-2402627,
9.1.3.2,R1-2403976,1-12
9.11.4,R1-2404393,1-7
9.3.2,R1-2402804,1-4
8.12.2,R1-2401511,1-76
,R4-2321998,
9.8.2,R1-2410595,
9.1.4.1,R1-2407748,1-16
9.11.1,R1-2410553,
9.1.2,R1-2402764,1-4
9.5.1,R1-2400901,
9.2.4,R1-2407900,
7.5,R1-2400388,
9.4.1.1,R1-2406811,
8.1,RAN1#118bis,
9.11.1,R1-2403993,
CR-0604,R1-2401890,
9.2.1,R1-2404475,Entire document
9.1.4.1,R1-2410469,
9.3.1,R1-2405907,
8.3,R1-2401039,
9.6.1,R1-2408416,
5,R1-2406877,Entire document
9.4.2.3,R1-2401447,
5,R1-2408125,
9.3.3,R1-2408498,
9.4.1.1,R1-2406652,Entire document
9.1.2,R1-2408429,Full document
9.6.3,R1-2403205,
9.2.1,R1-2408187,
9.2.4,R1-2403984,1-7
NR_FeMIMO,R1-2410814,1-5
9.8.1,R1-2407254,
9.11.1,RAN1#119,
9.1.2,R1-2400794,
9.5.3,R1-2406734,Entire document
8.1,R1-2408835,1-13
9.11.4,R1-2402994,
8.1,R1-2407195,
9.9.1,R1-2407053,
9.1.1,RAN1#118bis,Day 3 Morning Session
9.2.4,R1-2403947,
8.1,R1-2405669,
9.6.1,R1-2403616,Entire document
8.12.6,R1-2401361,
9.7.2,R1-2406793,
5,R1-2404012,1-4
8.1,R1-2410816,Entire document
NR_NTN_enh-Core,38.214 CR,
9.2.2,R1-2409761,Entire document
9.4.2.1,R1-2408067,1-23
5,R1-2400308,
8.1,R1-2405689,
8.12.6,R1-2401106,
9.11.1,R1-2409451,
9.1.2,R1-2406394,1-8
9.6.2,R1-2400445,Entire Document
9.4.2.3,R1-2404405,
8.8,R1-2401639,1-22
9.11.3,R1-2400819,
8.1,R1-2410903,
9.8.2,R1-2410769,1-13
9.6.2,R1-2403127,
9.1.3.1,R1-2402265,
9.7,RAN1#119 Chair's Notes,
9.3.1,R1-2408642,1-25
5,R1-2406267,
9.10.1,R1-2404193,Entire Document
9.1.2,R1-2400233,
8.1,R1-2406918,
9.4.2.2,R1-2404029,
8.1,R1-2407444,1-27
9.5.2,R1-2400336,
9.1.3.1,R1-2406588,
9.2.1,R1-2409792,
9.3.1,R1-2406134,
8.1.5,R1-2403670,
8.4,R1-2402710,
9.6.3,R1-2409607,Entire document
9.11.4,R1-2410082,
9.2.2,R1-2409059,
9.2.3,R1-2408740,
9.5.2,R1-2407739,
5.1.6.5.2,R1-2404153,
9.5.2,R1-2407214,
9.4.1.1,R1-2408966,
9.1.5,R1-2408021,Clause 9.1.5
8.1,R1-2407300,1-21
9.4.2.1,R1-2406288,
9.7.1,R1-2408710,
5,R1-2406426,
9.2.3,R1-2406312,
9.11.2,R1-2408238,
9.1.3.1,R1-2405490,
9.1.3.1,R1-2402494,Entire Document
8.4,R1-2401186,
8.12.2,R1-2400997,1-9
9.6.1,R1-2406661,
9.2.2,R1-2402236,
9.6.2,R1-2403204,Entire Document
9.3.1,R1-2407730,1-14
9.11.2,R1-2409295,
7,R1-2405521,
