contributor_name,doc_id,contribution_type
Huawei,R1-2409400,Technical Analysis
CMCC,R1-2401760,Session Chair
Fujitsu,R1-2410058,Technical Proposal
OPPO,R1-2403174,Co-proposer
Qualcomm Incorporated,R1-2403210,Technical Proposal
MediaTek Inc.,R1-2404517,Discussion and Decision
FGI,R1-2401055,Technical Analysis
OPPO,R1-2400589,Contribution
CEWiT,R1-2401271,Proposal
Spreadtrum Communications,R1-2400043,Contribution
ZTE,R1-2400490,Discussion
Fraunhofer IIS,R1-2410255,Technical Contribution
FGI,R1-2401056,Contribution
Apple Inc.,R1-2401631,Moderator
Ericsson,38.213,Change Request
Ericsson,R1-2403511,Proposals 1-4
CMCC,R1-2410827,Moderator
vivo,R1-2405499,Moderator Summary
CATT,R1-2408033,Discussion and Decision
Sanechips,R1-2409560,Technical Analysis
Lenovo,R1-2404525,Discussion
3GPP,CR-Form.zip,Template Maintainer
"NTT DOCOMO, INC.",R1-2408778,Discussion and Decision
"ZTE, Sanechips",R1-2402782,Change Request
RAN WG2,CR-Form-v12.3,Change Proposal
Nokia,R1-2410868,Proposer
xiaomi,R1-2404620,Discussion/Proposal
NVIDIA,R1-2402850,Discussion
vivo,R1-2403446,Moderator
Apple,R1-2408816,Rapporteur
Fujitsu,R1-2404592,Discussion
Meta,R1-2408748,Technical Proposal
ZTE,R1-2404700,Discussion and Decision
Lenovo,R1-2401220,Discussion on ISAC Deployment Scenarios
OPPO,R1-2410072,Technical Proposal
Samsung,R1-2409605,Technical proposal
Ziqi Cui,R1-2400385,Author
Fraunhofer IIS,R1-2405943,Technical Analysis
HiSilicon,R1-2407677,Source
ZTE,R1-2407291,Moderator Summary
CATT,R1-2408019,Technical Contribution
HONOR,R1-2406585,Discussion and Decision
Apple Inc.,R1-2408469,Source
vivo,R1-2409694,Experimental Results
Google,R1-2408583,Contribution
ZTE,R1-2401815,Source
"NTT DOCOMO, INC.",R1-2408791,Technical Contribution
ZTE,R1-2404642,CR Proposal
Huawei,R1-2404841,Contribution
"NTT DOCOMO, INC.",R1-2301714,Session Notes
Sanechips,R1-2409724,Simulation Support
Spreadtrum Communications,R1-2405928,Technical Contribution
Nokia,R1-2407511,Moderator Summary
Samsung,R1-2404131,Discussion and decision proposal
Intel Corporation,R1-2403988,LS Reply
Huawei,R1-2409189,Alternative proposal
Fujitsu,R1-2407446,Moderator
ZTE,R1-2402062,Change Proposal
Samsung,R1-2401564,Technical Input
"NTT DOCOMO, INC.",R1-2405032,Discussion and Decision
CMCC,R1-2402558,Discussion and Decision
Huawei,R1-2402032,Technical Proposal
Huawei,R2-2313848,Liaison Statement
Samsung,R1-2403598,Moderator
Nokia,R1-2400793,Discussion and Decision
Huawei,R1-2400129,Discussion and Decision
HiSilicon,R1-2409414,Discussion and Decision
Spreadtrum Communications,R1-2402100,Discussion and decision
Ericsson,R1-2403520,Moderator Summary
Sanechips,R1-2410449,Technical Contribution
Google,R1-2410835,Change Request
RUijie networks,R1-2408381,Technical Proposal
Huawei,R1-2410740,Discussion input
NVIDIA,R1-2406492,Discussion Document
Samsung,R1-2405615,Source
Qualcomm Incorporated,R1-2403213,Contribution
NEC,R1-2408219,Discussion and Decision
vivo,R1-2406175,Discussion and Decision
Samsung,R1-2402492,Discussion
Samsung,R1-2404109,Discussion and Decision
"InterDigital, Inc.",R1-2406109,Discussion
Samsung,R1-2402472,Discussion Proposal
Huawei,R1-2409049,Moderator
ZTE Corporation,R1-2406054,Technical Analysis
3GPP TSG WG1,CR-Form-v12.1,Change Request
Xiaomi,R1-2407968,Source
Thales,R1-2404205,Technical Contribution
HiSilicon,R1-2401392,Technical Contribution
Huawei,R1-2401845,Technical Proposals
China Telecom,R1-2404434,Contribution
CMCC,R1-2405977,Technical Analysis
Ericsson,R1-2401905,Change Request Proposal
Huawei,R1-2410607,CR Drafting
Langbo,R1-2404733,Discussion/Decision Document
Ericsson,R1-2401141,Discussion
OPPO,R1-2405555,Moderator
Nokia,R1-2408347,Discussion/Proposal
Apple,R1-2408441,Source
Huawei,R1-2405334,Change Request
RAN1,R1-2400956,LS
Spreadtrum Communications,R1-2407716,Technical Proposal
Huawei,R1-2407264,Moderator
Intel Corporation,R1-2400872,Discussion and Decision
CATT,R1-2409979,Technical Analysis
NEC,R1-2409870,Technical Contribution
IIT Kharagpur,R1-2405251,Contributing Institution
Samsung,R1-2404075,CR Proposal
Huawei,R1-2410797,Moderator
Samsung,R1-2408636,Moderator Summary
Xiaomi,R1-2403715,Moderator Summary
"NTT DOCOMO, INC.",R1-2405411,Moderator Summary
CATT,R1-2400452,Technical Proposal
"Huawei, HiSilicon",R1-2409399,Discussion and Proposal
Nokia,R1-2407289,Moderator Summary
China Telecom,R1-2402519,Technical Analysis and Proposals
Sony,R1-2406468,Discussion and decision
Ericsson,R1-2407396,Moderator
AT&T,R1-2401364,Moderator
National Institute of Standards and Technology (NIST),R1-2406211,Source
Apple Inc.,R1-2401629,Moderator Summary
Ericsson,R1-2401140,Discussion/Decision
Huawei,R1-2409261,Technical Analysis
Samsung,R1-2405722,Contributor
Transsion Holdings,R1-2404818,Contribution
MediaTek Inc.,R1-2409074,Moderator Summary
Sanechips,R1-2406953,Technical Contribution
Sharp,R1-2407004,Proposal
Apple Inc.,R1-2409795,Discussion/Decision
vivo,R1-2407845,Discussion and Decision
RUijie networks,R1-2403069,Discussion and decision
CAICT,R1-2403308,Discussion and Decision
MediaTek Inc.,R1-2406763,Discussion
Apple Inc.,R1-2406835,Discussion/Decision
Huawei,R1-2410771,Moderator
Sanechips,R1-2406128,Source
NEC,R1-2400806,Technical Proposal
vivo,R1-2407870,Technical Proposal
CMCC,R1-2405698,Session Notes
Ericsson,R1-2405522,Moderator
TCL,R1-2410202,Discussion
Indian Institute of Technology Madras,R1-2403399,Source
NEC,R1-2404677,Technical contribution
CBN,R1-2400506,Source
Samsung,R1-2410916,Liaison Statement
Google,R1-2410155,Contribution
Huawei,R1-2401773,Moderator
Intel Corporation,R1-2402130,Source
Indian Institute of Technology Madras (IITM),R1-2407064,Discussion/Proposal
MediaTek Inc,R1-2407461,Moderator
NTT DOCOMO,R1-2405726,Co-contributor
Intel Corporation,R1-2409003,Moderator Summary
"NTT DOCOMO, INC.",R1-2410390,Discussion and Decision
CMCC,R1-2400319,Technical Proposal
Sanechips,R1-2405192,source
MediaTek,R1-2401287,CR Proposal
vivo,R1-2407864,Discussion Proposals
Nokia,R1-2402908,Source
IIT Madras,R1-2403386,Technical Contribution
OPPO,R1-2402745,Contribution
Huawei,R1-2407659,Draft CR
Sharp,R1-2403109,Source
Qualcomm Incorporated,R1-2401452,Technical Proposal
Tejas Networks Ltd.,R1-2407763,Contribution
Sharp,R1-2408253,Discussion and Decision
Nokia,R1-2405063,Discussion and Proposal
Huawei,R1-2403349,CR Proposal
Tiami Networks,R1-2400168,Proposal
"NTT DOCOMO, INC.",R1-2405047,Source
ZTE,R1-2406679,CR draft
Google,R1-2406782,Technical Contribution
vivo,R1-2406174,Technical contribution
ZTE Corporation,R1-2406120,Source
Samsung,R1-2409275,Contributor
Google,R1-2408588,Technical Contribution
Huawei,R1-2409205,Change Request
Qualcomm,R1-240xxxx,Source
HiSilicon,R1-2402011,Technical Contribution
China Telecom,R1-2409996,Discussion Proposal
OPPO,R1-2407309,Moderator
ASUSTeK,R1-2410411,Discussion and Decision
Ericsson,R1-2403843,Technical Contribution
Fujitsu,R1-2401784,Liaison Statement
Huawei,R1-2400107,Technical Contribution
"CATT, CICTCI",R1-2402347,Reply LS
Apple Inc.,R1-2406862,Contribution
NEC,R1-2409872,Technical Contribution
HONOR,R1-2408237,Contribution
China Telecom,R1-2402522,Discussion Document
CATT,R1-2400410,Discussion
Sharp,R1-2410420,Discussion and decision
"InterDigital, Inc.",R1-2402085,Moderator
CATT,R1-2408020,CR Proposal
Spreadtrum Communications,R1-2402106,Technical Proposal
Samsung,R1-2409331,Change Request Proposal
Apple Inc.,R1-2402876,Views on 3Tx codebook
RAN WG2,R2-2401796,LS Source
ZTE,R1-2405640,Moderator
ZTE Corporation,R1-2409549,Technical Contribution
Nokia,R1-2410594,Lead Author
LG Electronics,R1-2404547,Technical Contribution
China Telecom,R1-2406096,Contribution
ZTE,R1-2404243,Discussion and Decision
Fujitsu,R1-2405670,Reply LS
ZTE Corporation,R1-2402698,Source
Nokia Shanghai Bell,R1-2400952,CR Proposal
"NTT DOCOMO, INC",R1-2401088,Change Proposal
Ericsson,R1-2402989,CR Proposal
"Huawei, HiSilicon",R1-2401550,Proposals
RUijie networks,R1-2405122,Technical Proposal
Apple Inc.,R1-2404281,Technical Proposal
ZTE,R1-2402707,Source to WG
Huawei,R1-2405500,Technical Contribution
CATT,R1-2409921,Correction Proposal
CATT,R1-2409928,Technical Contribution
CATT,R1-2406347,Change Request Proposal
3GPP Contributor,CR-Unknown,Technical Proposal
Lenovo,R1-2406689,Contribution
Sanechips,R1-2406954,Technical Contribution
ZTE,R1-2409621,Feature Lead
Ericsson,R1-2403321,Discussion Document
CATT,R1-2404388,Technical Analysis
Ericsson,R1-2403723,Source
ZTE,R1-2400299,Discussion/Decision
NEC,R1-2400476,Contribution
Samsung,R1-2409329,CR Submission
CMCC,R1-24xxxxx,Session notes
Spreadtrum,R1-2409649,Source
UNISOC,R1-2409640,Technical Analysis
Samsung,R1-2406661,Discussion
Langbo,R1-2402530,Source
MediaTek Inc.,R1-2408714,Discussion and Decision
KDDI,R1-2407142,Discussion and decision
Apple Inc.,R1-2408482,Source
Huawei,R1-2406987,Technical Proposal
Ericsson,R1-2407434,Moderator
Diana Pani,RP-240825,Contact Person
Samsung,R1-2408666,Technical Proposal
LG Electronics,R1-2400785,Discussion and decision proposal
ETRI,R1-2401231,Discussion
MediaTek Inc.,R1-2402953,Discussion and Decision
Spreadtrum Communications,R1-2404013,Change Request
ZTE,R1-2401073,Technical Proposal
"NTT DOCOMO, INC.",R1-2406935,Technical Contribution
"InterDigital, Inc.",R1-2401579,Moderator Summary
CMCC,R1-24xxxxx,Chair Notes
Sony,R1-2409193,Moderator
ZTE,R1-2402167,Discussion and Decision
"Huawei, HiSilicon",R1-2407659,Technical Proposal
ZTE,R1-2405189,Discussion/Decision
ZTE,R1-2400279,Discussion and Decision
Huawei,R1-2403049,Scenario Parameter Proposal
Huawei,R1-2405848,Source
Apple Inc.,R1-2404306,Discussion Document
Xiaoran ZHANG,R4-2414459,Contact Person
Indian Institute of Technology Madras (IITM),R1-2401153,Discussion
Panasonic,R1-2410173,Discussion
ETRI,R1-2408557,CR Proposal
Huawei,R1-2408976,CR Submission
Qualcomm,R1-2407450,Technical contribution
"NTT DOCOMO, INC.",R1-2405413,Moderator Summary
CEWiT,R1-2401272,Technical Contribution
vivo,R1-2407540,Contributor
"InterDigital, Inc.",R1-2400684,Discussion and Decision
OPPO,R1-2407486,Moderator
Samsung,R1-2400708,Technical Proposal
Google,R1-2401260,Discussion
vivo,R1-2401863,Moderator
Ericsson,R1-2401781,CR Source
NICT,R1-2407816,Technical Contribution
Ericsson,R1-2407368,Agreement
Qualcomm Incorporated,R1-2410501,Discussion/Decision
Tejas Networks,R1-2405963,Source
Intel Corporation,R1-2409000,Moderator
HiSilicon,R1-2408178,Contribution
ZTE,R1-2405552,Commenter
Intel Corporation,R1-2403665,Moderator
Rohde & Schwarz,CR0498,Change Request
Samsung,R1-2402477,Discussion Proposal
Nokia,R1-2400182,Discussion and Decision
OPPO,R1-2403489,Moderator Summary
Spreadtrum,R1-2409640,Technical Analysis
Xiaomi,R1-2406298,Contribution
Sanechips,R1-2407805,CR Proposal
Nokia,R1-2404918,Source
Huawei,R1-2410331,Draft Reply LS
Nokia Shanghai Bell,R1-2400085,Contribution
Google,R1-2400394,Discussion/Decision
Xiaomi,R1-2406289,Contribution
HiSilicon,R1-2404952,Source
NEC,R1-2402770,Technical Proposal
CMCC,R1-2405996,Discussion & Decision
Qualcomm Incorporated,R1-2410491,Technical Contribution
OPPO,R1-2410646,Technical contribution
HiSilicon,R1-2408169,Source
"NTT DOCOMO, INC.",R1-2405613,Moderator Summary
Panasonic,R1-2410357,Technical Analysis
UNISOC,R1-2409624,Technical Contribution
China Telecom,R1-2402066,Contribution
Fraunhofer HHI,R1-2405943,Technical Analysis
ETRI,R1-2404776,Discussion
China Telecom,R1-2400674,Technical Analysis
ETRI,R1-2406734,Contribution
Sanechips,R1-2406036,Technical Analysis
"ZTE Corporation, Sanechips",R1-2408519,Source to WG
Samsung,R1-2407372,Commenter
Apple Inc.,R1-2407506,Moderator
HiSilicon,R1-2400127,Source
Intel Corporation,R1-2406024,Technical Contribution
Huawei,R1-2409233,Moderator
vivo,R1-2407831,Draft LS
Thales,R1-2409473,Proposal
Samsung,R1-2401657,Source to TSG
Nokia Shanghai Bell,R1-2400650,Proposal
Huawei,R1-2409413,Source
Nokia,R1-2405446,Text Proposal (R1-2404052)
InterDigital Inc.,R1-2409773,Author
Sanechips,R1-2409550,Discussion
Lenovo,R1-2400876,Discussion Document
Indian Institute of Technology Madras,R1-2403380,Proposal Development
Samsung,R1-2408623,Change Request
Ericsson,R1-2407407,Contributor
NTPU,R1-2401058,Technical Contribution
Baicells,R1-2402752,Discussion and Decision
Florent Munier,R1-2407401,Contact person
"NTT DOCOMO, INC.",R1-2403698,Moderator Summary
CATT,R1-2401653,Moderator
Huawei,R1-2403953,Source
Huawei,R1-2403419,Technical Proposal
Apple Inc.,R1-2402895,Moderator/Summary
OPPO,R1-2410096,Contribution
Samsung,R1-2403673,
Huawei,R1-2408183,Source
Nokia Shanghai Bell,R1-2404224,Simulation evaluations
Apple Inc.,R1-2407559,Contact Organization
Lenovo,R1-2410019,Source
China Telecom,R1-2402517,Discussion Proposal
CMCC,R1-2402569,Discussion
Beijing Jiaotong University (BJTU),R1-2402526,Technical Analysis and Proposals
"Lenovo, ZTE, Qualcomm, Ericsson, Nokia, Nokia Shanghai Bell, Samsung, Huawei, HiSilicon",R1-2401833,Change Request
Lenovo,R1-2410366,Technical Proposal
ZTE Corporation,R1-2405933,Discussion/Decision
Fujitsu,R1-2408359,Moderator Summary
Qualcomm Incorporated,R1-2410489,Technical Proposal
vivo,R1-2409666,Discussion
MediaTek Inc.,R1-2402945,Technical Proposal
Langbo,R1-2402529,Source
AT&T,R1-2401367,Source/Author
Ericsson,R1-2407508,Contributor
vivo,R1-2400640,Source
Samsung,R1-2406633,CR Proposal
HiSilicon,R1-2402028,Technical Proposal
"InterDigital, Inc.",R1-2402124,Discussion and Decision
Mediatek Inc.,R1-2410243,Source
Ericsson,R1-2410354,Discussion
CICTCI,R1-2401736,CR Source
CATT,R1-2408008,Discussion and Decision
HiSilicon,R1-2401384,Contribution
Lenovo,R1-2402589,Source
Panasonic,R1-2402751,Discussion
Mohamed EL JAAFARI,R1-2408397,Reply LS Author
Huawei,R1-2406991,Change Request
CATT,R1-2406364,Discussion and Decision
"NTT DOCOMO, INC.",R1-2401802,Moderator Summary
"Huawei, HiSilicon",RAN1#119 Chair's Notes,Discussion contributions on AI/ML and MIMO
Fujitsu,R1-2410188,Feature Lead Summary
Spreadtrum Communication,R1-2400053,Discussion and decision
vivo,R1-2402241,Discussion
Nokia,R1-2401203,Contact Person
Huawei,R1-2407372,Commenter
Fujitsu,R1-2401205,Discussion/Decision
Meta,R1-2410159,Discussion
Huawei,R1-2401678,Technical Proposal
vivo,R1-2400255,Discussion and Decision
Ericsson,R1-2401372,Change Request
AT&T,R1-2407502,Ad-Hoc Chair
"NTT DOCOMO, INC.",R1-2406945,Discussion
HiSilicon,R1-2406989,Technical Analysis
Qualcomm Incorporated,R1-2407233,View Submission
Samsung,R1-2402478,Discussion/Decision
MediaTek,R1-2405373,Moderator
Indian Institute of Technology Madras,R1-2403379,Technical Analysis
Samsung,R1-2404120,Discussion and decision
OPPO,R1-2409174,Reply LS
ZTE Corporation,R1-2409199,Change Request Proposal
CMCC,R1-2402576,Contribution
Fujitsu,R1-2400772,Discussion document
China Telecom,R1-2406100,Discussion Document
Samsung,R1-2409583,Discussion and Decision
Spreadtrum Communications,R1-2402096,Source
"InterDigital, Inc.",R1-2408188,Discussion and Decision
Lenovo,R1-2402921,Technical Contribution
Intel Corporation,R1-2403968,Discussion and Decision
Futurewei,R1-2405814,Discussion proposal
Lenovo,R1-2400873,Contribution
Sanechips,R1-2410120,Technical Analysis
Intel Corporation,R1-2406013,Technical analysis and proposals
OPPO,R1-2407194,Moderator
ASUSTeK,R1-2405201,Technical Proposal
Huawei,R1-2401851,Moderator/Feature Lead
Beijing University of Posts and Telecommunications,R1-2400173,Primary Author
HiSilicon,R1-2400130,Discussion and Decision
Mitsubishi Electric,R1-2408965,Discussion
Nokia Shanghai Bell,R1-2401245,Contribution
HiSilicon,R1-2402013,Implementation Considerations
Sanechips,R1-2409379,Contribution
Huawei,R1-2403364,Technical Analysis
MediaTek Inc.,R1-2401467,Discussion
vivo,R1-2410843,CR proposals on SRS
CEWiT,R1-2403057,Technical Proposal
ETRI,R1-2403019,Discussion
vivo,R1-2402223,Change Request
Sharp,R1-2406970,Technical Proposal
Huawei,R1-2407679,Source
Samsung,R1-2403601,Moderator
CEWiT,R1-2401276,Contribution
Transsion Holdings,R1-2400210,Discussion & Decision
Samsung,R1-2404130,Source
LG Electronics,R1-2401250,Technical Contribution
Nokia,R1-2403405,Discussion and Decision
vivo,R1-2410864,Moderator
Ericsson,R4-2410352,Liaison Statement
Rakuten Mobile,R4-2406717,Liaison Statement
"NTT DOCOMO, INC.",R1-2410383,Discussion/Decision
Xiaomi,R1-2400016,Contact Organization
NEC,R1-2408228,Discussion Document
"Huawei, HiSilicon",R1-2405855,Technical Analysis and Proposals
Sony,R1-2406470,Discussion
vivo,R1-2405381,Moderator Summary
RAN4,R4-2403657,Technical Response
NTT DOCOMO,R1-2409190,Moderator
New H3C,R1-2403998,Contribution
ZTE Corporation,R1-2309382,Technical Proposal
Sharp,R1-2402739,Technical Contribution
Huawei,R1-2401374,Source
ZTE Corporation,R1-2406958,CR Source
Apple Inc.,R1-2402875,Discussion/Decision
MediaTek,R1-2403530,Moderator Summary
CATT,R1-2405629,Contributor
AT&T,R1-2406870,Discussion Document
Ericsson,R1-2410740,Discussion input
Samsung,R1-2409601,Discussion and decision
OPPO,R1-2407520,Moderator
ZTE Corporation,R1-2407783,Discussion and Decision
Samsung,R1-2409572,Response Document
Qualcomm Incorporated,R1-2401904,Change Request
HiSilicon,R1-2400141,Contribution
Fujitsu,R1-2404809,Discussion/Decision
ZTE,R1-2408319,Moderator Summary
TSG RAN WG1,R1-2404064,Draft Reply LS
CMCC,R1-2407326,Moderator Summary
Thales,R1-2401843,Moderator
Xiaomi,R1-2402663,Technical Contribution
ZTE,R1-2404248,Technical Contribution
CMCC,R1-2404446,Discussion
Sanechips,R1-2404646,Change Request
"InterDigital, Inc.",R1-2409457,Technical Proposal
"Moderators (AT&T, NTT DOCOMO, INC.)",R1-2407386,Liaison Statement Authorship
CICT CI,R1-2406334,Source
OPPO,R1-2405504,Moderator Summary
Intel Corporation,R1-2400372,Discussion
Samsung,R1-2405527,Source to WG
ZTE,R1-2401071,Change Request
Ericsson,R1-2405607,Change Request
vivo,R1-2400215,Discussion and Decision
HiSilicon,R1-2406997,CR Source
Samsung,R1-2400726,Discussion and Decision
KDDI Corporation,R1-2406682,Technical Proposal
3GPP SA5,S5-240816,Standardization
Panasonic,R1-2404760,Discussion/Decision
"InterDigital, Inc.",R1-2408281,Discussion
Xiaomi,R1-2404631,Source
HiSilicon,R1-2403940,Simulation Evaluation
Huawei,R1-2403343,Technical Contribution
Google,R1-2407115,Discussion
Huawei,R1-2405318,Source
Spreadtrum Communications,R1-2400061,Technical Analysis
ZTE,R1-2401848,Technical Proposal
Sharp,R1-2406882,Discussion and decision
Spreadtrum Communications,R1-2403559,Moderator Summary
LG Electronics,R1-2409488,Discussion and decision
NICT,R1-2409959,Contribution
Lenovo,R1-2402929,Technical contribution
Nokia,R1-2406589,Contribution
Huawei,R1-2407527,Proposer
"InterDigital, Inc.",R1-2401040,Discussion and Decision
