meeting_id,venue,wg,topic
3GPP TSG RAN WG1 #117,"Fukuoka City, Japan",RAN WG1,NTN Phase 3 Enhancements
3GPP TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,Enhancements for multi-carrier scheduling
RAN WG1 #116,,RAN WG1,ISAC Deployment Scenarios
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR MIMO Evolution for DL/UL
3GPP TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,Enhancement of SRS beamforming for FR2 positioning
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-17 MBS Enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Physical layer specifications for radio access technologies
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Enabling Tx/Rx for XR during RRM measurements
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Radio Access Network Physical Layer Specifications
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,NR NTN Enhancements for HD UEs
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,9.1.3.1 CSI Feedback Enhancement
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer protocol enhancements for NR
RAN WG1 #116,"Athens, Greece",RAN WG1,Agenda Item 9.5.1: LP-WUS operation in IDLE/INACTIVE modes
RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,AI/ML for NR Air Interface
RAN WG1 #116,"Athens, Greece",RAN WG1,9.4.2.4. Carrier-wave design for Ambient IoT
RAN WG1 #119,"Orlando, USA",RAN WG1,Channel modelling for ISAC
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML in NR Air Interface
RAN WG1 #118,"Maastricht, The Netherlands",RAN WG1,Physical layer specifications
RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,9.5.3 - Adaptation of common signal/channel transmissions
RAN WG1 #119,"Orlando, US",RAN WG1,NR MIMO enhancements for Rel-19
SA WG2 Meeting #161,"Athens, Greece",SA2,System Architecture for Energy Efficiency
RAN WG1 #118,"Maastricht, NL",RAN WG1,Rel-19 MIMO Enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,5G NR Physical Layer Development
RAN WG1 #118,"Maastricht, NL",RAN WG1,XR Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items - Positioning
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,3GPP Radio Access Network Specifications
RAN WG1 #119,"Orlando, US",RAN WG1,Carrier Wave Characteristics for Ambient IoT
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Study on CSI Compression
RAN WG1 #118,"Maastricht, The Netherlands",RAN WG1,NR Air Interface Specifications
RAN WG1 #119,"Orlando, US",RAN WG1,On-demand SSB SCell operation
3GPP TSG RAN WG1 #116bis,"Changsha, China",RAN WG1,Rel-18 NR Positioning Enhancements
,,RAN WG1,Channel modeling for ISAC systems
RAN WG1 Meeting #118,"Maastricht, The Netherlands",RAN WG1,Rel-19 Ambient IoT waveform characteristics
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 MIMO Evolution
RAN WG1 #116-bis,"Changsha, China",RAN WG1,Intra-UE multiplexing and prioritization
RAN WG1 #116,"Athens, Greece",RAN WG1,NR MIMO enhancements for Rel-19
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,IoT-NTN Enhancements for Release 19
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 MIMO Enhancements
TSG RAN WG1 #119,"Orlando, US",RAN WG1,SSB Configuration Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Discussion on TCI state application in LTM Cell Switch Command MAC CE
RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Design of Ambient IoT
TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",RAN WG1,Power Control Parameters for Unified TCI State Framework
RAN WG1 #118,"Maastricht, NL",RAN WG1,Enhancements of network energy saving
3GPP TSG RAN WG1 118bis,"Hefei, China",RAN WG1,Physical Layer Agenda Items
RAN WG1 #118b,"Hefei, China",RAN WG1,Mobility Enhancements for LTM
RAN WG1 #116,"Athens, Greece",RAN WG1,On-demand SSB SCell operation
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR Physical Layer Enhancements for IoT
RAN WG1 #119,"Orlando, US",TSG-RAN WG1,NR Mobility Enhancements
TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,LP-WUS Procedures in CONNECTED Mode
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR Physical Layer Agenda Items
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer specifications development
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer enhancements for NR
3GPP TSG RAN WG1 Meeting #119,"Orlando, US",RAN WG1,Physical Layer Specifications
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-19 MIMO Enhancements
3GPP TSG RAN WG1 #116bis,"Changsha, China",RAN WG1,Rel-18 STxMP and Physical Layer Enhancements
3GPP TSG-RAN WG1 Meeting #119,"Orlando, FL, USA",RAN WG1,Evolution of NR duplex operation
RAN WG1 #118bis,"Hefei, China",RAN WG1,Downlink and Uplink Channel/Signal Aspects for Ambient IoT
3GPP TSG RAN WG1 #119,"Orlando, USA",RAN WG1,Ambient IoT Evaluation Assumptions
TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,SLPP Enhancements and Positioning
TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,LP-WUS Operation in CONNECTED Mode
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer aspects of 5G/NR
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Release 19 Network Energy Savings Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 Positioning Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 New Radio Evolution
RAN WG1 #116,"Athens, Greece",RAN WG1,NR Coverage Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,LP-WUS and LP-SS design framework
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Rel-19 ISAC Channel Modeling
3GPP TSG RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical Layer Design for AIoT
RAN WG1 #116,"Athens, GR",RAN WG1,Evolution of NR Duplex Operation
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NTN Phase 3 Enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR sidelink enhancements
3GPP TSG-RAN WG1#118,"Maastricht, Nederland",RAN WG1,5G NR Physical Layer Enhancements
3GPP TSG RAN WG1 Meeting#116-bis,"Changsha, Hunan Province, China",RAN WG1,Sidelink Enhancements
RAN WG1 #118-bis,"Hefei, Anhui Province, China",RAN WG1,LP-WUS operation in IDLE/INACTIVE mode
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 Maintenance Agenda
RAN WG1 #116,"Athens, Greece",RAN WG1,Enhancements of network energy saving
RAN WG1 #116bis,"Changsha, China",RAN WG1,5
RAN WG1 #118,"Maastricht, NL",RAN WG1,DL coverage enhancements in NTN
RAN WG1 #116bis,"Changsha, China",RAN WG1,Enhancement for asymmetric DL sTRP/UL mTRP scenarios
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,IoT-NTN Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,8.12.5 UE features for Rel-18 work items
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",TSG-RAN WG1,5G NR Physical Layer Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,NR MBS Core Specifications
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Channel modeling for NR enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,AI/ML-based Beam Management Specifications
RAN WG1 #118bis,"Hefei, China",RAN WG1,LTM measurements related enhancements
RAN WG1 #116bis,"Changsha, China",RAN WG1,Physical layer protocol development for 5G NR
RAN WG1 #119,"Orlando, US",RAN WG1,Agenda Item 9.2.2: CSI enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Evolution for DL/UL
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Evaluation of Ambient IoT Solutions
RAN WG1 #116,"Athens, Greece",RAN WG1,UE-initiated beam management enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, China",RAN WG1,LP-WUS and LP-SS design
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",TSG-RAN WG1,Frame structure and timing aspects of Ambient IoT
RAN1#119,"Orlando, US",RAN WG1,Physical Layer Design for Ambient IoT
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,AI/ML for CSI prediction
RAN WG1 #116,"Athens, Greece",RAN WG1,9.6.1 - LP-WUS/WUR Design
RAN WG1 #118,"Maastricht, The Netherlands",RAN WG1,5G NR Physical Layer Enhancements
RAN WG1 Meeting #116-bis,"Changsha, China",RAN WG1,NR Sidelink enhancements for co-channel coexistence
RAN WG1 #119,"Orlando, USA",RAN WG1,LP-WUS Operation in Connected Mode
RAN WG1 #116bis,"Changsha, China",RAN WG1,NR Physical Layer Enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Frame Structure and Timing Aspects for Ambient IoT
3GPP TSG RAN WG1#117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Release 19 NES Enhancements
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Japan",RAN WG1,NR Small Data Transmission in INACTIVE State
RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NR Physical Layer Enhancements
3GPP TSG RAN WG1 Meeting #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer specifications for NR
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 Physical Layer Specifications
RAN WG1 Meeting #116-bis,"Changsha, China",RAN WG1,ISAC Channel Modeling
RAN WG1 #118bis,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items – Mobility Enhancement
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,NR network-controlled repeater enhancements
3GPP TSG RAN WG1#116bis,"Changsha, China",RAN WG1,5G-Advanced Physical Layer Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,BWP Transition Handling
RAN WG1 #119,"Orlando, FL, USA",RAN WG1,Physical layer protocol development
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 NR Duplex Operation Evolution
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR-NTN Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,FR2-NTN Physical Layer Standardization
RAN WG1 #118bis,"Hefei, CN",RAN WG1,NR-NTN Uplink Capacity/Throughput Enhancement
RAN WG1 #116,"Athens, Greece",RAN WG1,AI/ML-based Beam Management Specifications
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.11.1: NR-NTN DL Coverage Enhancement
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR and IoT Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,3GPP TSG RAN WG1 meeting covering channel modeling enhancements
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,ISAC Deployment Scenarios
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 XR Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,9.11.3: Uplink Capacity/Throughput Enhancement for NR-NTN
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,3GPP TSG-RAN WG1 Meeting
RAN1#116,"Athens, Greece",RAN WG1,Rel-17 MBS maintenance issues
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,LP-WUS operation for UE in CONNECTED Modes
RAN WG1 #118bis,"Hefei, China",RAN WG1,Enhancement for 3-antenna-port UL transmissions
TSG RAN WG1 #117,"Fukuoka city, Fukuoka",RAN WG1,NR_mob_enh2-Core Work Item Discussions
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,Channel model enhancements for 7-24 GHz
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 Network Energy Savings Enhancements
TSG- Meeting #,,RAN WG1,NR Rel-18 Specifications
RAN WG1 #117,"Maastricht, NL",RAN WG1,Enhancements for NR MIMO
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,IoT NTN Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Further NR mobility enhancements (NR_Mob_enh2-Core)
3GPP TSG RAN WG1#116,"Athens, Greece",RAN WG1,NR physical layer enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Adaptation of common signal/channel transmissions for Network Energy Savings
RAN WG1 #118bis,"Hefei, China",RAN WG1,Ambient IoT physical layer aspects
RAN WG1 #119,"Orlando, US",RAN WG1,NR NTN Phase 3 enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,LP-WUS and LP-SS Physical Layer Design
RAN WG1 #118,"Maastricht, NL",RAN1,5G NR Enhancements for Ambient IoT
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",TSG-RAN WG1,Physical layer specifications
,,RAN WG1,Protocol Maintenance
3GPP TSG RAN WG1 Meeting#116bis,"Changsha, Hunan Province, China",RAN WG1,NR Sidelink Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer specifications discussion
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Ambient IoT Evaluation Framework
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Rel-19 Asymmetric mTRP Operation
RAN WG1 #116,"Athens, Greece",RAN WG1,NR & IoT Physical Layer Enhancements
RAN WG1 #118bis,"Hefei, China",RAN1,AI/ML for NR Air Interface
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,NR Sidelink Enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR Sidelink Enhancements for Unlicensed Spectrum
RAN WG1 #116bis,"Changsha, Hunan Province, China",TSG-RAN WG1,3GPP TS 38.213 CR Discussion
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Frame Structure and Timing
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,NR MIMO Phase 5 Enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical Layer Standardization for 5G-Advanced
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,NR Physical Layer Agenda
3GPP TSG-RAN WG1 Meeting #RAN 118b,"Hefei, China",RAN WG1,NR mobility enhancements Phase 4
RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,7-24GHz channel model extension
RAN WG1 #116bis,"Changsha, China",RAN WG1,MIMO Evolution for NR Rel-18
RAN WG1 #116-bis,"Changsha, China",RAN WG1,AI/ML for NR air interface
RAN1 #116bis,"Changsha, China",RAN WG1,CSI enhancements for large antenna arrays and CJT
TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,NR_MC_enh-Core discussions
3GPP TSG RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Physical Layer Design
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 NR MIMO Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical Layer Specifications
TSG-RAN WG4 Meeting #113,"Orlando, US",RAN4,Ambient IoT RF Requirements
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,UE features for eRedCap
TSG-SA2 Meeting #160AH-e,Electronic meeting,SA2,5G Security Enhancements
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Waveform Characteristics for Ambient IoT
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,Physical layer protocol development
RAN WG1 #118,"Maastricht, NL",RAN WG1,Maintenance on Rel-18 work items - MBS Enhancement
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,NR-NTN Downlink Coverage Enhancement
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Physical layer and MAC aspects of radio access technologies
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Physical layer aspects of positioning
RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Multi-Cell Scheduling Enhancements
RAN WG1 #118,"Maastricht, NL",RAN WG1,Enhancements for network energy savings
RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,NR Sidelink Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Expanded NR Positioning Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, JP",RAN WG1,9.3.2 Discussion on SBFD random access operation
RAN WG1 #118,"Maastricht, NL",RAN WG1,SBFD operation enhancements in NR Rel-19
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",TSG-RAN WG1,Measurement enhancements for LTM
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer procedures for 5G NR enhancements
RAN WG1 #116bis,"Changsha, China",RAN WG1,NR Positioning Enhancements
RAN WG1 #119,"Orlando, FL, USA",RAN WG1,LTM TA command application time
RAN WG1 #118bis,Hybrid (3F/2F breakout rooms),RAN1,Release 18/19 Physical Layer Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN1,NR Mobility Enhancements for NTN
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",TSG-RAN WG1,NR MBS and feMIMO specification updates
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Evolution of NR duplex operation: Sub-band full duplex (SBFD)
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,MIMO Enhancements for FR1
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SSB to CG-SDT PUSCH Mapping
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR Physical Layer Enhancements
3GPP TSG RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,AI/ML-based CSI Compression
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements for Event-driven Beam Management
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR MIMO Phase 5 Enhancements
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Enhancements
RAN WG1 #118-bis,"Hefei, CN",RAN WG1,Discussions on ISAC Channel Modelling
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer enhancements for 5G-Advanced
RAN WG1 #112,"Athens, Greece",RAN WG1,9.4.2.2 - Ambient IoT Frame Structure
TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Radio Access Network
TSG-RAN1 #118-bis,"Hefei, China",RAN WG1,AI/ML in Radio Interface
RAN WG1 #116,"Athens, Greece",RAN WG1,Physical Layer Specifications
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 NR MIMO Phase 5 UE Features
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR Duplex Evolution and SBFD
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,38.212 CR on common PUCCH/PUSCH configuration and SUL
RAN WG1 #119,"Orlando, US",RAN WG1,Evolution of NR Duplex Operation (SBFD)
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,3GPP NR physical layer enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer protocol specification
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,AI/ML Positioning Accuracy Enhancement
RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,PRS resource ID reporting enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Channel model adaptation for 7-24GHz
RAN WG1 #118bis,"Hefei, China",RAN WG1,Downlink and uplink channel aspects for Ambient IoT
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Rel-19 NR Evolution
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,CSI prediction evaluation and standardization
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,AI/ML for CSI Compression
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,MIMO Enhancements
3GPP TSG RAN WG1 #119,"Orlando, USA",RAN WG1,Release 19 Physical Layer Enhancements
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,LTM TCI state application on target SCell
RAN WG1 #116,"Athens, Greece",RAN WG1,SBFD and CLI Handling
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Resource Allocation for SL-PRS
TSG RAN1#116bis,"Changsha, China",RAN WG1,NR MIMO Evolution
RAN1 #116,"Athens, GR",RAN WG1,Physical Layer Specifications
3GPP TSG-RAN1 Meeting #116,Greece,RAN WG1,NR NTN Enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer protocol specification development
,,RAN WG1,Physical layer specifications
RAN WG1 #XXX,Virtual Meeting,RAN WG1,5G Advanced Physical Layer Enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 XR enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,AI/ML-based NR enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical Layer Procedures
RAN1#118bis,3F (Breakout #2 on 2F),RAN WG1,3GPP RAN1 Meeting Agenda Items
RAN WG1 #116bis,"Changsha, Hunan province, China",RAN WG1,UE Capability of Multicast Reception in RRC_INACTIVE
RAN WG1 #116,"Athens, Greece",RAN WG1,9.7.1: ISAC deployment scenarios
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR Duplex Enhancement
RAN WG1 #118bis,"Hefei, China",RAN WG1,Agenda Item 5: Physical Layer Specifications
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,Type-1 HARQ-ACK codebook generation for multicast/unicast
RAN WG1 #118bis,"Heifei, China",RAN WG1,Rel-19 NR enhancements
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Channel model enhancements for 7-24GHz
3GPP TSG Meeting #6,,TSG,DRX-related UE behavior enhancements
RAN WG1 #116bis,"Changsha, China",RAN WG1,Rel-19 CSI Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Agenda Item 5: R18 LTM UE features
RAN WG1 #119,"Orlando, USA",RAN WG1,Rel-19 Network Energy Savings
RAN WG1 #116bis,"Changsha, China",RAN WG1,Rel-18 sidelink evolution
RAN WG1 #119,"Orlando, USA",RAN WG1,Ambient IoT Channel Design
3GPP TSG-RAN WG1 #116bis,"Changsha, China",RAN WG1,NR Positioning Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Physical Layer Specifications
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,IoT-NTN UL Capacity Enhancement
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical layer specifications for 5G-Advanced
RAN WG1 #118,"Maastricht, NL",RAN WG1,Ambient IoT Device Architectures
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,Maintenance of spatial and power domain adaptation for R18 NES
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Evaluation
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NR_MBS-Core Work Item Discussion
3GPP TSG-RAN WG1 Meeting #119,"Orlando, US",RAN WG1,AI/ML for NR Positioning Enhancements
RAN WG1 #118bis,"He Fei, China",RAN WG1,ISAC Deployment Scenarios
3GPP TSG-RAN WG1 #118,"Maastricht, Nederland",TSG-RAN WG1,AI 9.5.3: Adaptation of Common Signalling for R19 NES
RAN WG1 #118,"Maastricht, NL",RAN1,AI/ML for NR Physical Layer
3GPP TSG-RAN1 Meeting #119,"Orlando, US",RAN WG1,NR NTN Solutions
RAN WG1 #119,"Orlando, US",RAN WG1,Ambient IoT Device Architectures
