id,name,description
RAN WG1,Radio Access Network Working Group 1,"Responsible for the specification of the radio layer 1 (physical layer) and layer 2 (MAC, RLC) of UTRA and E-UTRA."
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications for radio access technologies in 3GPP.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio resource management in 3GPP
RAN4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects of 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for NR physical layer specifications
RAN3,Radio Access Network Working Group 3,Responsible for UTRA & E-UTRA architecture interfaces
SA WG2,System Architecture Working Group 2,"Responsible for 3GPP system architecture, including core network and service capabilities."
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including physical layer protocols and UE power saving."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of LTE and NR radio interfaces.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio interface physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining NR physical layer specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications in 3GPP NR standards.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical channels and MIMO."
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects of UTRA and E-UTRA
TSG-RAN WG1,3GPP RAN Working Group 1,Responsible for radio layer 1 specifications in 5G NR.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical channel procedures."
Unknown WG,Unknown Working Group,
SA4,Service and System Aspects Working Group 4,Deals with codecs and media delivery.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP standards
RAN WG1,Radio Access Network Working Group 1,Specifies UE & base station radio performance requirements.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of NR and LTE radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer structures and waveforms."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including AI/ML enhancements for air interfaces."
RAN WG1,Radio Access Network Working Group 1,Handles physical layer specifications for NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications (physical layer through MAC/RLC)
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining UE and base station requirements in 3GPP standards.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and positioning techniques."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer channel modeling
RAN WG3,Radio Access Network Working Group 3,Handles radio access network interfaces and optimization.
RAN1,Radio Access Network Working Group 1,Focuses on physical layer specifications and radio resource management.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR/UMTS.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for 5G NR.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of NR/LTE.
RAN4,Radio Access Network Working Group 4,Focuses on RF and RRM requirements.
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications for NR (New Radio).
CT WG4,Core Network and Terminals Working Group 4,Responsible for core network architecture and terminal interfaces in 3GPP specifications.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications and physical layer procedures
RAN4,Radio Access Network Working Group 4,Defines RF/conformance requirements for NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces for NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP standards.
SA2/SA4,System Architecture Working Groups,Handle overall system architecture and multimedia codecs
RAN WG2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols for 3GPP systems.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications including channel structures, coding, and multiplexing."
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer and RRM."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and UE capabilities.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface in NR.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications and physical layer protocols
RAN WG1,Radio Access Network Working Group 1,"Responsible for the physical layer specifications of 3GPP radio interfaces, including channel modeling."
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including NTN and RedCap enhancements."
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access network specifications including physical layer protocols.
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in 3GPP, including IoT-NTN enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for 3GPP NR physical layer specifications and radio access protocols.
RAN2,Radio Access Network Working Group 2,Handles radio layer 2 and radio resource control.
RAN3,Radio Access Network Working Group 3,Addresses core network and terrestrial interfaces for RAN.
RAN4,Radio Access Network Working Group 4,Focuses on RF and RRM conformance testing for UE and base stations.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of UTRA and E-UTRA.
RAN3,Radio Access Network Working Group 3,Focuses on overall UTRAN architecture and interfaces.
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for NR (New Radio).
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio access network specifications, including physical layer protocols and beam management."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications including physical layer protocols
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including Ambient IoT enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in NR systems
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of LTE and NR.
RAN WG2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio resource management in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in radio access technologies
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio access layer specifications, including physical layer protocols for NTN and IoT."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of radio interfaces in 3GPP systems.
SA2,System Architecture Working Group 2,Focuses on architecture and signaling protocols for 3GPP systems.
RAN,Radio Access Network Working Group,Responsible for radio interface architecture and protocols
RAN1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP
RAN WG1,Radio Access Network Working Group 1,Responsible for NR physical layer specifications and Ambient IoT standardization.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications in 3GPP, including physical layer procedures."
RAN2,Radio Access Network Working Group 2,Handles NR layer 2/layer 3 radio interface specifications.
RAN WG4,Radio Access Network Working Group 4,Handles RF and radio resource management conformance testing.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network architecture
RAN WG2,Radio Access Network Working Group 2,Focuses on radio interface architecture and protocols in 3GPP.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,Develops physical layer specifications for 3GPP radio technologies
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and protocols
RAN WG2,Radio Access Network Working Group 2,Responsible for MAC layer specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and procedures
RAN WG1,Radio Access Network Working Group 1,"Responsible for the physical layer specifications of NR radio interface, including NTN enhancements"
RAN WG1,Radio Access Network Working Group 1,Responsible for radio interface specifications and channel modeling.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR sidelink evolution.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer procedures and channel modeling.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols specification in 3GPP
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR and LTE radio interfaces.
RAN WG3,Radio Access Network Working Group 3,Addresses RF requirements and conformance testing.
RAN WG2,Radio Access Network Working Group 2,Focuses on NR radio interface architecture and protocols.
RAN WG1,Radio Access Network Working Group 1,"Responsible for the definition of the physical layer of radio interfaces for UTRA, E-UTRA, and NR."
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications for NR
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications and radio access technologies
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and RF characteristics."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR/LTE radio interface
SA2,System Architecture Working Group 2,Responsible for 5G system architecture and network protocols
RAN WG1,Radio Access Network Working Group 1,Handles physical layer specifications for radio interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR/UMTS radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of LTE/NR.
RAN WG4,Radio Access Network Working Group 4,Deals with radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer standardization of 3GPP radio access technologies including NR and LTE.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of 3GPP radio interfaces.
RAN4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of the radio interface for 3GPP systems
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer specifications including physical layer and RF characteristics
TSG RAN,3GPP TSG Radio Access Network,"Responsible for radio access standards, including UAV-related specifications."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications for radio access
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures for NR-NTN."
RAN WG1,Radio Access Network Working Group 1,Responsible for 5G NR physical layer specifications and radio access technologies
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures/channel structures."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR radio interfaces.
RAN WG3,Radio Access Network Working Group 3,Focuses on UTRA and NR radio access network integration.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical channels and modulation."
RAN4,Radio Access Network Working Group 4,Defines RF and RRM requirements for NR and LTE.
RAN WG2,Radio Access Network Working Group 2,Responsible for radio interface architecture and protocols in 3GPP.
RAN4,Radio Access Network Working Group 4,"Focuses on RF and RRM requirements, contributing to LP-WUS coverage and measurement relaxation."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of 3GPP radio access technologies
RAN WG4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications (physical layer).
RAN WG1,Radio Access Network Working Group 1,Responsible for RF characteristics and physical layer specifications
RAN WG3,Radio Access Network Working Group 3,Addresses radio access network integration and interfaces.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications in 3GPP
RAN WG2,Radio Access Network Working Group 2,3GPP group responsible for radio interface architecture and protocols
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR/LTE radio interfaces
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the specification of the physical layer of radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 5G NR systems.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for the physical layer specifications of NR and LTE.
RAN4,Radio Access Network Working Group 4,Focuses on radio performance and protocol aspects for UE/base station testing.
RAN2,Radio Access Network Working Group 2,Responsible for layer 2/layer 3 radio interface architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access network development
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of NR and LTE
RAN WG1,Radio Access Network Working Group 1,Responsible for defining UE and base station functionalities in NR.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access layer standardization.
RAN2,Radio Access Network Working Group 2,Focuses on NR protocol architecture and procedures.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including NTN enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the UE and base station radio performance and physical layer procedures.
RAN WG1,Radio Access Network Working Group 1,"Responsible for RF, physical layer, and MAC layer specifications in NR."
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of 3GPP radio interfaces
RAN WG1,Radio Access Network Working Group 1,Focuses on the physical layer specifications for radio access technologies.
RAN WG2,Radio Access Network Working Group 2,Responsible for layer 2/3 specifications
RAN WG2,Radio Access Network Working Group 2,"Handles radio interface architecture, protocols, and signaling."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications in 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for 3GPP radio layer 1 specifications including physical layer protocols.
RAN WG2,Radio Access Network Working Group 2,Responsible for MAC layer specifications in 3GPP
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical layer procedures
RAN4,Radio Access Network Working Group 4,Responsible for RF and radio system performance specifications.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and scheduling mechanisms."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of 3GPP radio access technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical channels and waveforms."
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of LTE and NR
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer procedures."
RAN2,Radio Access Network Working Group 2,Handles layer 2/layer 3 protocol aspects
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer 1/layer 2/layer 3 radio interface protocol.
RAN WG1,Radio Access Network Working Group 1,Responsible for defining physical layer specifications for NR and Ambient IoT.
RAN WG1,Radio Access Network Working Group 1,Responsible for radio access layer specifications in 3GPP.
RAN2,Radio Access Network Working Group 2,Radio interface architecture and protocols
RAN WG2,Radio Access Network Working Group 2,"Responsible for radio interface architecture, protocols, and UE capabilities."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels and signals
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of 3GPP radio interfaces
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer specifications for NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces for cellular systems
RAN WG1,Radio Access Network Working Group 1,Responsible for specifying physical layer protocols in 3GPP systems
RAN WG2,Radio Access Network Working Group 2,Handles 5G/NR radio interface architecture and protocols.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio access network specifications, including physical layer protocols and energy-saving techniques."
TSG-RAN WG1,3GPP TSG Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols."
RAN WG2,Radio Access Network Working Group 2,Handles radio layer 2/3 and radio interface architecture
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces for NR and LTE.
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer 1 specifications, including physical layer design for NR."
RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications development
RAN WG1,Radio Access Network Working Group 1,Responsible for LTE/LTE-Advanced physical layer specifications.
RAN WG1,Radio Access Network Working Group 1,
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access network physical layer standardization
RAN WG1,Radio Access Network Working Group 1,Responsible for defining the physical layer specifications of 3GPP radio interfaces.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including duplex operations and resource allocation."
RAN3,Radio Access Network Working Group 3,Focuses on RAN architecture and interfaces.
RAN WG1,Radio Access Network Working Group 1,"Develops physical layer specifications for 3GPP radio access technologies, including NR."
RAN WG1,Radio Access Network Working Group 1,Focuses on physical layer specifications for 3GPP radio technologies.
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the physical layer of the radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of UTRA and E-UTRA.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces for UTRA and NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for the specification of the physical layer of 3GPP radio interfaces, including NR and IoT technologies."
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer specifications, including physical layer and RRM."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer specifications.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer procedures and codebooks."
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for radio layer 1 specifications including physical channels
RAN WG4,Radio Access Network Working Group 4,Addresses radio performance aspects.
RAN WG4,Radio Access Network Working Group 4,Handles radio performance and protocol aspects in 3GPP.
RAN WG3,Radio Access Network Working Group 3,Handles UTRAN/GERAN overall architecture and interfaces
RAN WG2,Radio Access Network Working Group 2,Focuses on the radio interface architecture and protocols in NR and LTE.
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols and signaling."
SA5,3GPP TSG-SA Working Group 5,"Responsible for telecom management, orchestration, and energy efficiency standards."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of NR radio interfaces
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer 1 specifications in 3GPP, including physical layer protocols and MIMO enhancements."
RAN,Radio Access Network Working Group,3GPP group responsible for radio access technologies and specifications.
SA2,System Architecture Group 2,Responsible for overall system architecture and network protocols
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in NR, including MIMO enhancements."
RAN2,Radio Access Network Working Group 2,Responsible for layer 2/layer 3 specifications
RAN WG1,Radio Access Network Working Group 1,Responsible for the specification of the radio layer 1/2/3 and radio interface architecture.
TSG-RAN WG1,3GPP TSG RAN Working Group 1,"Responsible for radio layer 1 specifications, including physical layer protocols for LTE/NR."
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including physical layer protocols and MIMO enhancements."
RAN WG2,Radio Access Network Working Group 2,Responsible for Layer 2/Layer 3 specifications.
RAN4,Radio Access Network Working Group 4,Deals with radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications in 3GPP NR.
RAN WG1,Radio Access Network Working Group 1,"Responsible for 3GPP radio layer 1 specifications, including physical layer design."
RAN WG4,Radio Access Network Working Group 4,Responsible for radio performance and protocol aspects.
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of radio interfaces for 3GPP systems
RAN WG1,Radio Access Network Working Group 1,Responsible for definition of physical layer specifications for NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of 3GPP radio standards.
RAN WG3,Radio Access Network Working Group 3,Responsible for RF and radio system aspects
RAN WG1,Radio Access Network Working Group 1,Responsible for the physical layer specifications of radio access technologies
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications.
SA2,Service and System Aspects Working Group 2,Responsible for architecture and service requirements
RAN WG1,Radio Access Network Working Group 1,Responsible for the definition of the physical layer of NR and LTE radio interfaces
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio layer specifications, including NTN and IoT enhancements."
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio resource management.
RAN WG1,Radio Access Network Working Group 1,"Responsible for NR physical layer specifications, including power-saving features and signal design."
RAN WG1,Radio Access Network Working Group 1,"Responsible for radio interface specifications, including physical layer protocols."
RAN4,Radio Access Network Working Group 4,Defines RF and RRM requirements for NR.
TSG-RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications of NR radio interface
RAN WG1,Radio Access Network Working Group 1,Responsible for physical layer specifications and radio access technologies
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio layer specifications, including physical layer for Ambient IoT."
RAN WG3,Radio Access Network Working Group 3,Hands radio access network integration and testing.
SA WG2,Service and System Aspects Working Group 2,3GPP group responsible for architecture and service requirements.
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio layer 1 specifications and physical layer protocols.
SA5,Service and System Aspects Working Group 5,Responsible for telecom management standards and orchestration
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in 3GPP, including channel modeling."
RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for radio access network specifications.
RAN WG1,Radio Access Network Working Group 1,"Responsible for physical layer specifications in 3GPP NR standards, including Ambient IoT evaluation assumptions."
RAN WG1,3GPP TSG-RAN Working Group 1,Responsible for radio layer 1 specifications including physical channels and protocols
RAN WG3,Radio Access Network Working Group 3,Responsible for radio access network interfaces and OAM aspects
RAN WG1,Radio Access Network Working Group 1,"3GPP group responsible for radio access layer 1 specifications, including physical layer design for NR."
TSG-RAN WG1,Radio Access Network Working Group 1,3GPP group responsible for physical layer specifications of NR and LTE.
