doc_id,wg_name,role_in_group
R1-2407881,RAN WG1,Discussion and Decision
R1-2407118,RAN WG1,Contribution on NTN coverage enhancements
R1-2402753,RAN WG1,Technical contribution
R1-2402114,RAN WG1,Discussion Contributor
R1-2407167,RAN WG1,Contribution
R1-2409523,RAN WG1,Technical Contribution
R1-2410504,RAN WG1,Contribution
R1-2409082,RAN WG1,Contribution
R1-2406536,RAN WG1,Technical Discussion
R1-2403004,RAN WG1,Technical Contribution
R1-2400217,RAN WG1,Technical contribution on MIMO evolution
R1-2408673,RAN WG1,Technical Contribution
R1-2401619,RAN WG1,Contribution
R1-2410858,RAN WG1,Specification Change Proposal
R1-2410793,RAN WG1,Discussion and Decision
R1-2405256,RAN WG1,Specification Maintenance
R1-2403666,RAN WG1,Session notes
R1-2403566,RAN WG1,CR Submission
R1-2404707,RAN WG1,Discussion Contributor
R1-2405566,RAN WG1,Technical Specification
R1-2407934,RAN WG1,Contribution to NTN and RedCap standardization
R1-2406997,RAN WG1,Change Request Proposal
R1-2404337,RAN WG1,Discussion Document
R1-2404659,RAN WG1,Technical Discussion
R1-2410497,RAN WG1,Contribution on NTN PHY Layer Enhancements
R1-2402706,RAN WG1,Contribution
R1-2402776,RAN WG1,Contribution
R1-2403868,RAN WG1,Contributor
R1-2406316,RAN WG1,Contribution
R1-2404784,RAN WG1,Technical Contribution
R1-2409982,RAN WG1,Technical Contribution
R1-2406852,RAN WG1,Contribution
R1-2405756,RAN WG1,Specification Maintenance
R1-2401801,RAN WG1,Source
R1-2404110,RAN WG1,Contribution
R1-2400974,RAN WG1,Contribution
R1-2402669,RAN WG1,Technical Contribution
R1-2404304,RAN WG1,Contribution to channel modeling enhancements study
R1-2400205,RAN WG1,Contribution
R1-2406439,RAN WG3,Architecture and NGAP
R1-2401212,RAN WG1,Contribution
R1-2400431,RAN WG1,Technical Contribution
R1-2406850,RAN WG1,Technical Contribution
R1-2404331,RAN WG1,Contribution
R1-2405201,RAN WG1,Contribution
R1-2406487,RAN WG1,Physical layer enhancements proposal
R1-2405660,RAN WG1,Change Request
R1-2408818,RAN WG1,Technical contribution
R1-2405738,RAN WG1,Specification Development
TR 38.769,RAN WG1,Technical Report
R1-2402875,RAN WG1,Technical Contribution
R1-2404850,RAN WG1,Technical Contribution
R1-2404520,RAN WG1,Contributor
R1-2408708,RAN WG1,Contribution
R1-2410301,RAN WG1,Discussion
R1-2403971,RAN WG1,Technical Specification
R1-2408427,RAN WG1,Contribution
R1-2410259,RAN WG1,Contribution
R1-2401731,RAN1,Liaison Statement
R1-2400708,RAN WG1,Specification Maintenance
R1-2402323,RAN WG1,Contribution to MIMO enhancement work item
R1-2402779,RAN WG1,Specification Amendment
R1-2402375,RAN WG1,UL Capacity Enhancement Proposal
R1-2405452,RAN WG1,Feature lead summary
R1-2404903,RAN WG1,Contribution on Beam Management Enhancements
R1-2402812,RAN WG1,Contribution
R1-2407421,RAN WG1,Contribution
R1-2405400,RAN WG1,Discussion lead on PHR enhancements
R1-2401505,RAN WG1,Contribution
R1-2406770,RAN WG1,Participant
R1-2407478,RAN WG1,Discussion Lead
R1-2409814,RAN WG1,Discussion/Decision Document
R1-2409811,RAN WG1,Contribution
R1-2400416,RAN WG1,Discussion/Decision
R1-2401397,RAN WG1,Technical Specification
R1-2410160,RAN WG1,Contribution
R1-2410252,RAN WG1,Contribution
R1-2410854,RAN WG1,Contribution
R2-2407832,RAN WG2,Liaison Statement Author
R1-2409010,RAN WG1,Discussion coordination
R1-2400282,RAN WG1,Technical Contribution
R1-2404548,RAN WG1,Contribution on CSI Compression Study
R1-2404831,RAN WG1,Contribution
R1-2400887,RAN WG1,Contribution
R1-2410415,RAN WG1,Discussion Contributor
R1-2403663,RAN WG1,Session notes for Agenda 9.4
R2-2409409,RAN2,LS Source
R1-2403798,TSG-RAN WG1,Technical Specification Contributor
R1-2400222,RAN WG1,Discussion and Decision
R1-2405989,RAN WG1,Contribution
R1-2407506,RAN WG1,Discussion lead
R1-2409318,RAN WG1,Change Proposal
R1-2405710,RAN WG1,Specification Maintenance
R1-2403022,RAN WG1,Physical Layer Design Discussion
R1-2403271,RAN WG1,Contribution
R1-2404349,RAN WG1,Clarify physical layer aspects for mobility enhancements
R1-2400872,RAN WG1,Contribution
R1-2400178,RAN WG1,Contribution
R1-2407585,RAN WG1,Agenda Coordination
R1-2407285,RAN WG1,Source
38.213 CR 0644,TSG-RAN WG1,Specification Maintenance
R2-2403765,RAN WG2,Contribution
R1-2402915,RAN WG1,Contribution
R1-2409815,RAN WG1,Discussion/Decision document for LP-WUS operation
R1-2400623,RAN WG1,Contribution
R1-2402014,TSG-RAN WG1,Contribution to physical layer standardization
R1-2409834,RAN WG1,Contribution on IoT-NTN physical layer enhancements
R1-2401005,RAN WG1,Contribution
R1-2410263,RAN WG1,Technical contribution
R1-2410233,RAN WG1,Contribution
R1-2403078,RAN WG1,Technical Specification Development
R1-2401283,RAN WG1,Contribution
R1-2403027,RAN WG1,Discussion
R1-2407780,RAN WG1,Change Request
R1-2406405,RAN WG1,Contribution for 9.4.2.1 agenda item
R1-2406402,RAN WG1,CR Submission
R1-2401904,RAN WG1,CR Submission
R1-2408887,RAN WG4,Contribution
R1-2404291,RAN WG1,Discussion Document
R1-2406879,RAN WG1,Contribution
R1-2400492,RAN WG1,Contribution
R1-2403407,TSG-RAN WG1,Technical Specification Contributor
R1-2407615,RAN WG1,Technical Contribution
R1-2401446,RAN WG1,Technical Contribution
CR-Form-v12.2,TSG-RAN WG1,Specification Maintenance
RP-241668,RAN,Reply LS author
R1-2402126,RAN WG1,Discussion and Decision
R1-2409721,RAN WG1,Technical Contribution
R1-2401817,RAN WG1,Change Proposal
R1-2405223,RAN WG1,Discussion Document
R1-2400141,RAN WG1,Discussion input
R1-2407901,RAN WG1,Discussion Document
R1-2407905,RAN WG1,Technical Contribution
R1-2406298,RAN WG1,Contribution
R1-2401737,RAN WG1,Change Proposal
R1-2405011,RAN WG1,Contribution
R1-2410239,RAN WG1,Discussion & Decision input
R4-2403852,RAN WG4,Liaison Statement Response
R1-24XXXXX,RAN WG1,Discussion Document
R1-2402827,RAN WG1,Contribution on Physical Layer Requirements
R1-2409428,RAN WG1,Technical Contribution
R2-2313656,RAN WG2,Liaison Statement Source
R1-2407440,RAN WG1,Technical Specification
R1-2408905,RAN WG1,Specification development
R1-2401444,RAN WG1,Technical Specification Development
R1-2403697,RAN WG1,Discussion document for agenda item 8.5.2
R1-2400236,RAN WG1,Contribution
R1-2407418,RAN WG1,Change Request
R1-2403437,RAN WG1,Contribution
R1-2407774,RAN WG1,Contributor
R1-2410689,RAN WG1,Discussion coordination
R1-2400929,RAN WG1,Contribution
R1-2401033,RAN WG1,Discussion and Decision
R1-2407449,RAN WG1,Specification correction for physical layer procedures
R1-2407926,RAN WG1,Technical Specification
R1-2408812,RAN WG1,Contribution
R1-2408541,RAN WG1,Contribution
R1-2407447,RAN WG1,Source
R1-2408908,RAN WG1,Discussion Document
R1-2405316,TSG-RAN WG1,Contribution
R1-2407946,RAN WG1,Contribution on NR_AIML_air-Core work item
R1-2402583,RAN WG1,Technical Contribution
R1-2407974,RAN WG1,Contribution
R1-2404574,RAN WG1,Contribution
R1-2409978,RAN WG1,Technical contribution
R1-2404799,RAN WG1,Contribution
R1-2402674,RAN WG1,Discussion document on NES enhancements
R1-2408488,RAN WG1,Discussion Contributor
R1-2404651,RAN WG1,Contribution
R1-2402815,RAN WG1,Contribution
R1-2406685,RAN WG1,Contribution to SBFD standardization
R1-2402321,RAN WG1,Contribution on beam management enhancements
R1-2410236,RAN WG1,Contribution
R1-2404165,RAN WG1,Technical Contribution
R1-2401907,RAN WG1,Technical Specification Maintenance
R1-2410846,RAN WG1,Discussion Document
R1-2403959,RAN WG1,Contribution
R1-2400305,RAN WG1,Contribution on Physical Layer Design
R1-2405642,RAN WG1,CR Proposal
R1-2401612,RAN WG1,Discussion Document
R1-2403030,RAN WG1,Technical Contribution
R1-2403091,RAN WG1,Contribution for discussion
R1-2409186,RAN WG1,Discussion Initiator
R1-2406075,RAN WG1,Contribution
R1-2409301,RAN1,Discussion Document
R1-2402869,RAN WG1,Contribution
R1-2401425,RAN WG1,Contribution
R1-240xxxx,RAN WG1,Session Notes
R1-2409840,RAN WG1,Contribution
R1-2400773,RAN WG1,Technical Contribution
R1-2409370,RAN WG1,Contribution
R1-2402063,RAN WG1,Technical Contribution
R1-2408406,RAN WG1,Contributor
R1-2405969,RAN WG1,Technical contribution
R1-2404065,RAN WG1,Contribution
R1-2406953,RAN WG1,Change Proposal
R1-2401029,RAN WG1,Technical Contribution
R1-2406124,RAN WG1,Discussion Document
R1-2408263,RAN WG1,Contribution
R1-2410516,RAN WG1,Technical Specification Development
R1-2409621,RAN WG1,Contribution
CR-Form-v12.3,RAN WG2,Specification alignment
R1-2406032,RAN WG1,Contribution
R1-2407427,RAN WG1,Feature Maintenance Discussion
R1-2405491,RAN WG1,Discussion Document
R1-2402359,RAN WG1,Technical contribution
R1-2404529,RAN WG1,Contribution
R1-2410274,RAN WG1,Discussion Document
R1-2410864,RAN WG1,CR for NR Positioning Enhancements
R1-2401418,RAN WG1,Contribution
R1-2409753,RAN WG1,Discussion Document
R1-2405911,RAN WG1,Technical Contribution
R1-2407786,RAN WG1,Change Request
R1-2407942,RAN WG1,Technical Contribution
R1-2403042,RAN WG1,Technical Contribution
R1-2409604,RAN WG1,Discussion and decision on network energy saving enhancements
R1-2407099,RAN WG1,Technical Specification Contributor
R1-2404836,TSG-RAN WG1,Technical Specification Contributor
R1-2407102,RAN WG1,Contribution for Rel-18 specification correction
R1-2409728,RAN WG1,Discussion Document
R1-2404916,RAN WG1,Technical Contribution
R1-2406820,RAN WG1,Response author
R1-2409488,RAN WG1,Technical contribution
R1-2405848,RAN WG1,Contribution
R1-2408799,RAN WG1,Discussion
R1-2409663,RAN WG1,Positioning Specification Development
R1-2408723,RAN WG1,Contribution on LTM UE capabilities
R1-2400729,RAN WG1,Contribution
R1-2402587,RAN WG1,Contribution
R1-2403564,RAN WG1,Discussion coordination
R1-2402469,RAN WG1,Contribution
R1-2408276,RAN WG2,Procedural Specifications
R1-2407547,RAN WG1,Discussion/Decision Document
R1-2407868,RAN WG1,Discussion/Decision Document
R1-2401618,RAN WG1,Discussion Document
R1-2402192,RAN WG1,Contribution to NR Energy Saving Work Item
R1-2404446,RAN WG1,Contribution
R1-2404954,RAN WG1,Specification Maintenance
R1-2402759,RAN WG1,Technical Contribution
R1-2405820,RAN WG1,Contribution
R1-2406070,RAN WG1,Discussion Document
R1-2407437,RAN WG1,Contribution
R1-2407283,RAN WG1,Discussion Moderator
R1-2401428,RAN WG1,Contribution
R1-2408065,RAN WG1,Contribution
R1-2401154,RAN WG1,Contribution
R1-2405443,TSG-RAN WG1,Discussion Document
R1-2409468,RAN WG1,Channel Model Enhancement Proposal
R1-2408133,RAN WG1,Contribution
R1-2403773,RAN WG1,Specification Maintenance
R1-2401126,RAN WG1,Contribution on LP-WUS/LP-SS L1 design
R1-2401609,RAN WG1,Moderator
R1-2400488,RAN WG1,Technical contribution
CR 0497 rev 1,TSG-RAN,Change Proposal
R1-2402437,RAN WG1,Specification Maintenance
R1-2402953,RAN WG1,Technical Contribution
R1-2406793,RAN WG1,Contribution
R1-2400937,RAN WG1,Discussion Document
R1-2400064,RAN WG1,Discussion document
R1-2401009,RAN WG1,Contribution
R1-2407468,RAN WG1,Discussion and decision document
R1-2410507,RAN WG1,Discussion input
R1-2404559,RAN WG1,Contribution
R1-2408607,RAN WG1,Contribution
R1-2408664,RAN WG1,Contribution
R1-2404649,RAN WG1,Contribution
R1-2406998,RAN WG1,Discussion Document
R1-2408176,RAN WG1,Technical Specification
R1-2410299,RAN WG1,Contribution
R1-2400387,RAN WG1,Technical Contribution
R1-2409584,RAN WG1,Technical Contribution
R1-2406245,RAN WG1,Contribution on physical layer design
R1-2409171,RAN WG1,Discussion coordination
R1-2403680,RAN WG1,Feature Lead Summary
R1-2407474,RAN WG1,Maintenance Item Coordination
R1-2403911,RAN WG1,Technical contribution
R1-2407046,RAN WG1,Discussion document for channel modeling enhancements
R1-2407725,RAN WG1,Technical contribution on physical layer design
R1-2403787,RAN WG1,Discussion Document
R4-2406496,RAN WG4,LS Originator
R1-2409080,RAN WG1,Feature Lead Summary
R1-2408869,RAN WG1,Technical Specification Development
R1-2408577,RAN WG1,Contribution
R1-2403667,RAN WG1,Change Request
R1-2400131,RAN WG1,Feature Proposal
R1-2402457,RAN WG1,Contribution
R1-2401121,RAN WG1,Technical Contribution
R1-2409752,RAN WG1,Technical Contribution
R1-2402099,RAN WG1,Technical contribution
R1-2404400,RAN WG1,Contribution
R1-2406868,RAN WG1,Contribution
R1-2405658,RAN WG1,Discussion Summary
R1-2410092,RAN WG1,Contribution
R1-2408705,RAN WG1,Contribution
R1-2401054,RAN WG1,Discussion Document
R1-2408229,RAN WG1,Technical Proposal
R1-2404094,RAN WG1,Technical contribution
R1-2406591,RAN WG1,Contribution
R1-2410570,RAN WG1,Technical Specification Development
R1-2406958,RAN WG1,Change proposal
R1-2409149,RAN WG1,Discussion Document
R1-2401622,RAN WG1,Discussion Document
R1-2410880,RAN WG1,Contribution
R1-2409229,RAN WG1,Discussion/Decision on Rel-18 positioning maintenance
R1-2401755,RAN WG1,Source
R1-2400199,RAN WG1,Technical contribution
R1-2403251,RAN WG1,Contribution
R1-2410248,RAN WG1,Contribution
R1-2408732,RAN WG1,Technical Contribution
R1-2409191,RAN WG1,Discussion Summary
R1-2403165,RAN WG1,Technical contribution
R4-2321823,RAN WG4,Liaison Statement
R1-2402149,RAN WG1,Contribution
R1-2405961,RAN WG1,Contribution to AI/ML work item
R1-2407968,RAN WG1,Contribution
R1-2409855,RAN WG1,Discussion Document
R1-2400898,RAN WG1,Contribution on physical layer aspects
R1-2406138,RAN WG1,Technical Contribution
R1-2407737,RAN WG1,Contribution
R1-2401004,RAN WG1,Contribution
R1-2408950,RAN WG1,Contribution
R1-2400988,RAN WG1,Discussion Document
R1-2408055,RAN WG1,Contribution
R1-2404451,RAN WG1,Contribution
R1-2401675,RAN WG1,Discussion document
R1-2405698,RAN WG1,Session documentation
R1-2407151,RAN WG1,Change Request
R1-2403766,RAN WG1,Discussion and Decision Document
R1-2409675,RAN WG1,Contribution
R1-2404942,RAN WG1,Contribution on physical layer design
R1-2402585,RAN WG1,Contribution
R1-2403820,RAN WG1,Meeting Agenda
R1-2405500,RAN WG1,Specification Maintenance
R1-2402883,RAN WG1,Contribution
R1-2403718,RAN WG1,Discussion Document
R1-2402782,RAN WG1,Specification Maintenance
R1-2410295,RAN WG1,Contribution on LP-WUS enhancements
R1-2407549,RAN WG4,Recipient working group
R1-2405824,RAN WG1,Technical Contribution
R1-2403859,RAN WG1,Contribution
R1-2404926,RAN WG1,Contribution
R1-2409359,RAN WG1,Discussion Document
R1-2409585,RAN WG1,Contribution
R1-2406827,RAN WG1,Contribution
R1-2404906,RAN WG1,Contribution
R1-2407488,RAN WG1,Change Request
R1-2405352,RAN WG1,Technical contribution
R1-2408595,RAN WG1,Discussion Document
R1-2405259,RAN WG1,Contribution
R1-2400443,RAN WG1,Technical Proposal
R1-2407485,RAN WG1,Specification Development
R1-2405921,RAN WG1,Technical contribution
R1-2408522,RAN WG1,Positioning Specification Development
R1-2400182,RAN WG2,Coordination
R1-2409401,RAN WG1,Contribution
R1-2404687,RAN WG1,Discussion/Decision Document
R1-2408075,RAN WG1,Discussion contribution
R1-2409944,RAN WG1,Contribution on Ambient IoT Physical Layer
R1-2404183,RAN WG1,Contribution
R1-2404003,RAN WG1,Technical Contribution
R1-2401059,RAN WG1,Technical Proposal
R1-2406521,RAN WG1,Contribution
R1-2401744,RAN WG1,Change Proposal
R1-2407251,RAN WG1,Information document
R1-2400848,RAN WG1,Contributor
R1-2400695,RAN WG1,Contribution
R1-249899,RAN WG1,Discussion Lead
RAN1#118bis-Schedule,RAN WG1,Meeting Coordination Document
R1-2403139,RAN WG1,Technical Contribution
R1-2404902,RAN WG1,Contribution
R1-2408665,RAN WG1,Technical Contribution
R1-2402251,RAN WG1,Technical contribution
R1-2405687,RAN WG1,Session notes for agenda item 8.1
R1-2410529,RAN WG1,Technical Contribution
R1-2404293,RAN WG1,Contribution
R1-2409232,RAN WG1,Change Proposal
R1-2404595,RAN WG1,Contribution to SBFD standardization
R1-2405402,RAN WG1,Liaison Statement Source
R1-2407458,RAN WG1,Specification Amendment
R1-2407908,RAN WG1,Technical Contribution
R1-2400410,RAN WG1,Technical contribution
R1-2401298,RAN WG1,Rapporteur
R1-2408675,RAN WG1,Technical Contribution
R1-2402003,TSG-RAN WG1,Contribution
R1-2407716,RAN WG1,Discussion contribution
R1-2407987,RAN WG1,Specification Change Proposal
R1-2400163,RAN WG1,Contribution
R1-2405720,TSG-RAN WG1,Specification Maintenance
R2-2401969,RAN WG2,Contributor
R1-2408870,RAN WG1,Contribution
R1-2405062,RAN WG1,Contribution
R1-2407741,RAN WG1,Contribution
R1-2408173,RAN WG1,Contribution
R1-2409681,RAN WG1,Technical Contribution
R1-2404544,RAN WG1,Contribution
R1-2400137,RAN WG1,Contribution
R1-2405118,TSG-RAN WG1,Discussion Document
R1-2409038,RAN WG1,Discussion Document
R1-2402184,RAN WG1,Contribution
R1-2400996,RAN WG1,Contributor
R1-2408053,RAN WG2,Protocol aspects
R1-2409429,RAN WG1,Contribution on UL MIMO enhancements
R1-2406754,RAN WG1,NTN Phase 3 Work Item Contributor
R1-2409493,RAN WG1,Technical Contribution
R1-2409969,RAN WG1,Technical Contribution
R1-2404192,RAN WG1,Contribution
R1-2406470,RAN WG1,Technical contribution
R1-2401783,RAN WG1,Maintenance specification for NR mobility features
R1-2409844,RAN WG1,Contribution
R1-2404974,RAN WG1,Change Request Proposal
R1-2401528,RAN WG1,Discussion lead
R1-2401465,RAN WG1,Technical Discussion
R1-2405815,RAN WG1,Discussion document
R1-2400826,RAN WG1,Technical Contribution
R1-2409501,RAN WG1,Discussion Document
R1-2401569,RAN WG1,Discussion Contributor
R1-2410595,RAN WG1,Technical Specification Development
R1-2407070,RAN WG1,Contribution
R1-2410510,RAN WG1,Technical Contribution
R1-2408857,RAN WG1,Contribution
R1-2404089,RAN WG1,Technical contribution
R1-2405226,RAN WG1,Technical Contribution
R1-2401769,RAN WG1,Session Documentation
R1-2410049,RAN WG1,Discussion Document
R1-2403705,RAN WG1,Source
R1-2404085,RAN WG1,Technical Contribution
R1-2409457,RAN WG1,Contribution
R1-2408508,RAN WG1,Technical Contribution
R1-2410363,RAN WG1,Discussion/Decision Document
R1-2408648,RAN WG1,Technical contribution
R1-2406386,RAN WG2,Protocol Specification
R1-2406598,RAN WG1,Contribution
R1-2406713,RAN WG1,Contribution
R1-2402107,RAN WG1,Contribution
R1-2402097,RAN WG1,Contribution
R1-2401650,RAN WG1,Discussion Coordinator
R1-2402692,RAN WG1,Contribution
R1-2400851,RAN WG1,Technical Contribution
R1-2407464,RAN WG1,Discussion and Decision
R1-2407612,RAN WG1,Contribution
R1-2408160,RAN WG1,Contribution
R1-2403036,RAN WG1,Contribution on AI/ML beam management
R1-2405960,RAN WG1,Discussion Document
R1-2404069,RAN WG1,Specification maintenance
R1-2401213,RAN WG1,Contribution
R1-2408707,RAN WG1,Technical contribution
R1-2409882,RAN WG1,Technical contribution on XR enhancements
